unitid,institution name,year,F1011_F2_RV.Private gifts - Total,DRVF2011_RV.Tuition and fees as a percent of core revenues (FASB),DRVF2011_RV.Endowment assets (year end) per FTE enrollment (FASB)
168591,Alma College,2011,3636432,37,72122
168740,Andrews University,2011,363449,58,13196
168786,Aquinas College,2011,3718009,62,17901
168838,Baker College of Owosso,2011,,81,5493
168847,Baker College of Flint,2011,261382,81,5849
169080,Calvin College,2011,11494524,54,27212
169099,Calvin Theological Seminary,2011,3743440,7,144456
169220,Michigan School of Professional Psychology,2011,62668,98,
169327,Cleary University,2011,340995,89,1774
169363,Concordia University-Ann Arbor,2011,1794013,67,14627
169424,Cranbrook Academy of Art,2011,2344454,40,200705
169442,College for Creative Studies,2011,7759206,57,51072
169479,Davenport University,2011,2778059,94,1909
169628,Michigan State University-College of Law,2011,6786594,67,12796
169716,University of Detroit Mercy,2011,7602593,74,
169983,Kettering University,2011,4774413,58,31591
170000,Grace Bible College,2011,1135909,39,4222
170037,Cornerstone University,2011,5370934,71,2590
170091,Great Lakes Christian College,2011,786682,32,2458
170301,Hope College,2011,11387673,51,45467
170532,Kalamazoo College,2011,14680975,35,106606
170675,Lawrence Technological University,2011,3772520,76,10493
170806,Madonna University,2011,796339,80,9145
170842,Marygrove College,2011,1398220,59,757
170967,Rochester College,2011,1724569,83,1130
171298,Baker College of Muskegon,2011,,81,5720
171492,Northwood University-Michigan,2011,10227073,71,6853
171599,Olivet College,2011,1813665,77,11086
171881,Kuyper College,2011,1079888,64,23113
172033,Sacred Heart Major Seminary,2011,2186941,34,30611
172264,Siena Heights University,2011,5749748,52,4474
172334,Spring Arbor University,2011,2565787,87,2497
172440,Finlandia University,2011,3354260,65,5890
172477,Thomas M Cooley Law School,2011,265172,96,3758
172608,Walsh College of Accountancy and Business Administration,2011,769752,87,2708
172705,Western Theological Seminary,2011,2815220,8,230393
173045,Augsburg College,2011,5441232,77,9451
173142,Bethany Lutheran College,2011,4879221,38,58292
173160,Bethel University,2011,6165452,78,6007
173179,Bethel Seminary-St Paul,2011,1847973,70,
173258,Carleton College,2011,35974250,25,334082
173300,Concordia College at Moorhead,2011,18972023,58,29579
173328,Concordia University-Saint Paul,2011,4108162,74,8241
173452,Martin Luther College,2011,1517039,50,8652
173647,Gustavus Adolphus College,2011,10295931,58,42373
173665,Hamline University,2011,7668760,75,15809
173683,Hazelden Graduate School of Addiction Studies,2011,83284,80,
173896,Luther Seminary,2011,10279813,10,141898
173902,Macalester College,2011,12721000,25,314087
173957,Mayo Medical School,2011,0,57,430361
173966,Mayo School of Health Sciences,2011,0,99,392878
174127,Minneapolis College of Art and Design,2011,1595722,59,56741
174206,Crossroads College,2011,611891,53,6261
174437,North Central University,2011,1054146,74,2020
174491,University of Northwestern-St Paul,2011,13069740,69,5367
174507,Northwestern Health Sciences University,2011,1119225,73,560
174525,Oak Hills Christian College,2011,439095,44,1413
174747,College of Saint Benedict,2011,3013434,73,21872
174792,Saint Johns University,2011,6393356,44,74748
174817,Saint Mary's University of Minnesota,2011,2375901,79,10286
174844,St Olaf College,2011,10029220,48,110818
174862,Crown College,2011,1346456,79,6637
174899,The College of Saint Scholastica,2011,2054293,76,12400
174914,University of St Thomas,2011,24190943,58,35545
175005,St Catherine University,2011,6680756,67,13194
175139,United Theological Seminary of the Twin Cities,2011,1079043,15,130211
175227,Dunwoody College of Technology,2011,4916633,70,15263
175281,William Mitchell College of Law,2011,4855659,64,19263
175421,Belhaven University,2011,816362,53,1867
175430,Blue Mountain College,2011,2841803,48,19470
175980,Millsaps College,2011,5301684,29,86450
176053,Mississippi College,2011,3658522,78,13196
176318,Rust College,2011,1978677,40,25863
176336,Southeastern Baptist College,2011,166460,35,
176406,Tougaloo College,2011,5826812,28,8916
176451,Wesley Biblical Seminary,2011,848426,32,15397
176479,William Carey University,2011,1433504,84,2745
176600,Aquinas Institute of Theology,2011,839294,49,
176619,Assemblies of God Theological Seminary,2011,784977,52,7668
176628,Avila University,2011,3175303,80,4976
176664,Baptist Bible College,2011,2114887,54,275
176770,Cox College,2011,0,74,18835
176789,Calvary Bible College and Theological Seminary,2011,1934262,42,
176910,Central Christian College of the Bible,2011,1211257,41,2527
176947,Central Methodist University-College of Liberal Arts and Sciences,2011,2628601,64,21947
177038,Cleveland University-Kansas City,2011,440464,70,9410
177065,Columbia College,2011,1033526,87,5820
177083,Conception Seminary College,2011,293816,77,37527
177092,Concordia Seminary,2011,14239435,15,223003
177117,Cottey College,2011,7210108,8,275408
177126,Covenant Theological Seminary,2011,1901400,38,35836
177144,Culver-Stockton College,2011,1805770,57,27570
177214,Drury University,2011,2784827,69,14681
177278,Eden Theological Seminary,2011,1433297,11,154977
177339,Evangel University,2011,2691488,82,4429
177418,Fontbonne University,2011,1604763,84,9821
177427,Forest Institute of Professional Psychology,2011,0,84,
177542,Hannibal-LaGrange University,2011,2434447,61,6649
177719,Barnes-Jewish College Goldfarb School of Nursing,2011,223454,73,26426
177746,Kansas City Art Institute,2011,2050448,55,66076
177816,Kenrick Glennon Seminary,2011,2558352,19,242412
177834,A T Still University of Health Sciences,2011,6182079,71,17295
177968,Lindenwood University,2011,2993634,79,10379
177986,Logan University,2011,580814,86,6883
178059,Maryville University of Saint Louis,2011,0,74,12071
178208,Midwestern Baptist Theological Seminary,2011,1522646,34,8115
178244,Missouri Baptist University,2011,980535,94,979
178369,Missouri Valley College,2011,575689,48,2826
178518,Nazarene Theological Seminary,2011,407047,22,59463
178679,Ozark Christian College,2011,3897422,46,4714
178697,College of the Ozarks,2011,14453493,3,218745
178721,Park University,2011,1618253,89,5471
178891,Ranken Technical College,2011,2655514,58,26791
179043,Rockhurst University,2011,4984574,69,14714
179159,Saint Louis University,2011,30324842,47,63833
179256,Saint Louis Christian College,2011,782411,55,
179265,St Louis College of Pharmacy,2011,1241490,52,80079
179317,Saint Paul School of Theology,2011,2456579,16,202930
179326,Southwest Baptist University,2011,4655690,67,6712
179450,Saint Luke's College of Health Sciences,2011,0,41,21741
179548,Stephens College,2011,3041532,54,34190
179812,Kansas City University of Medicine and Biosciences,2011,1002049,78,4518
179867,Washington University in St Louis,2011,203159000,10,489151
179894,Webster University,2011,4790755,88,6702
179946,Westminster College,2011,1713175,54,46136
179955,William Jewell College,2011,5559897,31,59553
179964,William Woods University,2011,266053,76,8343
180106,Carroll College,2011,2741106,63,21846
180258,University of Great Falls,2011,1207263,68,10451
180595,Rocky Mountain College,2011,2302737,55,19915
180647,Salish Kootenai College,2011,713150,3,12766
180814,Bellevue University,2011,1552706,88,5146
180832,Clarkson College,2011,99269,63,1807
180878,Bryan College of Health Sciences,2011,0,54,
180984,Concordia University-Nebraska,2011,5365608,54,19807
181002,Creighton University,2011,34024000,54,38587
181020,Doane College-Crete,2011,2730964,35,85752
181093,Grace University,2011,1890185,57,3991
181127,Hastings College,2011,6823763,39,48018
181297,Nebraska Methodist College of Nursing & Allied Health,2011,98470,69,8832
181330,Midland University,2011,2137543,73,12075
181376,Nebraska Christian College,2011,1153288,48,4458
181446,Nebraska Wesleyan University,2011,2644000,67,22817
181604,College of Saint Mary,2011,12740519,45,7942
181738,Union College,2011,4348343,52,16013
181853,York College,2011,1690673,53,17632
182458,Sierra Nevada College,2011,4921853,62,4702
182634,Colby-Sawyer College,2011,4544915,57,24825
182670,Dartmouth College,2011,96355410,13,540438
182795,Franklin Pierce University,2011,2105736,87,3031
182829,University of New Hampshire-School of Law,2011,473225,79,48844
182980,New England College,2011,1342889,83,4398
183026,Southern New Hampshire University,2011,2030382,88,1351
183211,Rivier University,2011,1028105,74,16697
183239,Saint Anselm College,2011,4357333,60,46927
183275,Thomas More College of Liberal Arts,2011,828307,39,416
183804,Beth Medrash Govoha,2011,13239040,54,1245
183822,Bloomfield College,2011,553036,88,5003
183910,Caldwell College,2011,976542,89,3220
183974,Centenary College,2011,1298000,94,
184153,Cooper Health System Center for Allied Health Education,2011,0,59,
184348,Drew University,2011,7147678,45,77789
184603,Fairleigh Dickinson University-Metropolitan Campus,2011,6969877,88,3368
184612,Felician College,2011,4486341,86,2646
184694,Fairleigh Dickinson University-College at Florham,2011,,88,4408
184773,Georgian Court University,2011,974611,78,19994
185572,Monmouth University,2011,9120526,78,10507
185758,New Brunswick Theological Seminary,2011,1460179,39,44945
186122,Princeton Theological Seminary,2011,7147704,1,1809791
186131,Princeton University,2011,186438000,3,2144253
186186,Rabbinical College of America,2011,3393626,32,
186283,Rider University,2011,6178000,82,10112
186432,Saint Peter's University,2011,7913664,72,10648
186584,Seton Hall University,2011,10860000,71,26162
186618,College of Saint Elizabeth,2011,1337856,72,16867
186867,Stevens Institute of Technology,2011,4699372,63,31740
186900,Talmudical Academy-New Jersey,2011,87100,89,
188182,University of the Southwest,2011,1672472,61,11386
188207,Southwestern College,2011,25659,92,
188340,Vaughn College of Aeronautics and Technology,2011,100034,77,84
188429,Adelphi University,2011,3852531,86,16515
188526,Albany College of Pharmacy and Health Sciences,2011,2437265,80,10740
188535,Albany Law School,2011,2351612,65,48347
188580,Albany Medical College,2011,11836670,13,70761
188641,Alfred University,2011,1633434,30,37099
188854,American Musical and Dramatic Academy,2011,0,89,
189015,Bank Street College of Education,2011,3076844,69,39160
189088,Bard College,2011,122496808,29,77373
189097,Barnard College,2011,17568020,50,92688
189264,Beth Hatalmud Rabbinical College,2011,1020552,21,
189273,Beth Hamedrash Shaarei Yosher Institute,2011,991216,39,
189413,Boricua College,2011,130175,78,427
189501,Brooklyn Law School,2011,4784254,65,54760
189705,Canisius College,2011,351495,86,
189848,Cazenovia College,2011,1378892,60,25575
189857,Central Yeshiva Tomchei Tmimim Lubavitz,2011,0,100,
189981,Christ the King Seminary,2011,682601,14,100525
190044,Clarkson University,2011,12900118,47,51634
190080,Colgate Rochester Crozer Divinity School,2011,721440,19,331899
190099,Colgate University,2011,36215548,34,242810
190114,Metropolitan College of New York,2011,102806,85,248
190150,Columbia University in the City of New York,2011,933242000,14,319088
190248,Concordia College-New York,2011,1456819,73,11449
190372,Cooper Union for the Advancement of Science and Art,2011,9439840,4,544773
190415,Cornell University,2011,259636563,20,184060
190424,Weill Cornell Medical College,2011,74414363,3,751434
190503,Culinary Institute of America,2011,16496728,67,23146
190716,D'Youville College,2011,386658,81,9850
190725,Daemen College,2011,405347,85,2796
190761,Dominican College of Blauvelt,2011,1270028,88,555
190770,Dowling College,2011,4864363,90,562
190983,Elmira College,2011,3620079,60,23533
191241,Fordham University,2011,79147774,52,31178
191320,The General Theological Seminary,2011,1493604,29,131088
191515,Hamilton College,2011,53416000,22,395226
191533,Hartwick College,2011,7247696,58,39741
191597,Helene Fuld College of Nursing,2011,217595,90,1448
191621,Hilbert College,2011,413278,83,3726
191630,Hobart William Smith Colleges,2011,11892345,59,86201
191649,Hofstra University,2011,25849446,75,23948
191676,Houghton College,2011,2980224,59,31531
191931,Iona College,2011,6353011,80,11787
191968,Ithaca College,2011,14893323,68,29450
192040,Jewish Theological Seminary of America,2011,27259349,6,290500
192110,The Juilliard School,2011,67275587,7,778952
192165,Kehilath Yakov Rabbinical Seminary,2011,0,29,
192192,Keuka College,2011,2552506,78,5011
192323,Le Moyne College,2011,5758219,60,39169
192439,LIU Brooklyn,2011,5420202,87,4886
192448,LIU Post,2011,4482205,89,6054
192554,LIU Hudson at Rockland,2011,3325,99,
192563,LIU Brentwood,2011,3462,99,
192624,Machzikei Hadath Rabbinical College,2011,125178,88,
192703,Manhattan College,2011,9603852,71,17597
192712,Manhattan School of Music,2011,5713859,76,22129
192749,Manhattanville College,2011,3070549,77,4446
192785,Maria College of Albany,2011,43277,76,
192819,Marist College,2011,4535406,72,8155
192864,Marymount Manhattan College,2011,1815833,88,8969
192925,Medaille College,2011,266779,93,295
193016,Mercy College,2011,1086225,89,3704
193052,Mesivta Torah Vodaath Rabbinical Seminary,2011,1696247,7,4171
193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,2011,656534,38,
193070,Mesivtha Tifereth Jerusalem of America,2011,2779630,21,
193247,Mirrer Yeshiva Cent Institute,2011,2954263,29,
193292,Molloy College,2011,3109734,86,7152
193353,Mount Saint Mary College,2011,3904148,71,2749
193399,College of Mount Saint Vincent,2011,2545817,81,5160
193405,Icahn School of Medicine at Mount Sinai,2011,94316000,3,612397
193584,Nazareth College,2011,5143262,73,18352
193645,The College of New Rochelle,2011,2429242,85,5583
193654,The New School,2011,0,77,22114
193751,New York Chiropractic College,2011,197902,76,177
193821,New York Law School,2011,4855894,66,18859
193830,New York Medical College,2011,4007716,21,46926
193894,New York Theological Seminary,2011,1017947,64,9241
193900,New York University,2011,428549000,46,60065
193973,Niagara University,2011,4840674,69,20003
194073,New York College of Podiatric Medicine,2011,0,61,837
194091,New York Institute of Technology,2011,1305552,95,5937
194116,New York School of Interior Design,2011,1054107,80,6699
194161,Nyack College,2011,1355542,88,2961
194189,Ohr Hameir Theological Seminary,2011,1030126,60,
194310,Pace University-New York,2011,6038247,83,10746
194392,Paul Smiths College of Arts and Science,2011,1571746,65,18246
194541,Polytechnic Institute of New York University,2011,6391000,62,31836
194569,Davis College,2011,601101,68,6383
194578,Pratt Institute-Main,2011,3118166,81,21666
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,2011,556089,34,
194666,Rabbinical College Bobover Yeshiva Bnei Zion,2011,195720,87,
194675,Rabbinical College of Ch'san Sofer New York,2011,157826,9,
194693,Rabbinical College Beth Shraga,2011,521879,49,
194718,Rabbinical Seminary M'kor Chaim,2011,682488,38,
194736,Rabbinical College of Long Island,2011,1735151,39,
194763,Rabbinical Seminary of America,2011,3077668,24,5
194824,Rensselaer Polytechnic Institute,2011,33128000,49,90290
194958,Roberts Wesleyan College,2011,1010992,84,10400
195003,Rochester Institute of Technology,2011,17645000,49,46506
195030,University of Rochester,2011,61854000,19,165054
195128,The Sage Colleges,2011,7465757,72,8676
195155,St Bernard's School of Theology and Ministry,2011,236930,47,57900
195164,St Bonaventure University,2011,8333632,65,20877
195173,St Francis College,2011,4820709,66,28292
195216,St Lawrence University,2011,18202174,47,102270
195234,The College of Saint Rose,2011,6360536,76,6789
195243,St Thomas Aquinas College,2011,1448427,78,24541
195304,Sarah Lawrence College,2011,12084889,58,47121
195438,Sh'or Yoshuv Rabbinical College,2011,1869429,43,
195474,Siena College,2011,4582109,61,40374
195526,Skidmore College,2011,14282000,58,104206
195544,Saint Joseph's College-New York,2011,1689000,85,9335
195580,Saint Vladimirs Orthodox Theological Seminary,2011,1263038,8,248358
195720,Saint John Fisher College,2011,1901683,73,13401
195809,St John's University-New York,2011,16048249,77,20343
196413,Syracuse University,2011,70897968,58,44671
196431,Talmudical Seminary Oholei Torah,2011,302685,92,
196440,Talmudical Institute of Upstate New York,2011,605146,31,
196468,Teachers College at Columbia University,2011,6117139,55,54620
196583,Torah Temimah Talmudical Seminary,2011,348616,77,
196592,Touro College,2011,13900000,89,116
196653,Trocaire College,2011,252594,85,8311
196680,Excelsior College,2011,565214,94,49
196866,Union College,2011,14069933,42,151619
196884,Union Theological Seminary in the City of New York,2011,679646,7,391775
197018,United Talmudical Seminary,2011,1931723,36,
197045,Utica College,2011,2538136,82,6969
197133,Vassar College,2011,45282699,22,330813
197142,Villa Maria College,2011,354104,90,2826
197197,Wagner College,2011,6878112,74,22842
197221,Webb Institute,2011,2081487,7,534457
197230,Wells College,2011,7792799,34,39919
197601,Yeshiva Karlin Stolin,2011,120288,46,
197610,Yeshivat Mikdash Melech,2011,1186406,51,
197647,Yeshiva Derech Chaim,2011,2026169,22,
197674,Yeshiva of Nitra Rabbinical College,2011,358216,82,
197692,Yeshiva Shaar Hatorah,2011,479013,71,
197708,Yeshiva University,2011,63091311,18,149840
197735,Yeshivath Viznitz,2011,0,93,8150
197744,Yeshivath Zichron Moshe,2011,1125563,53,
197911,Barton College,2011,2287897,62,20157
197984,Belmont Abbey College,2011,2139343,64,5252
197993,Bennett College,2011,3194098,32,16641
198066,Brevard College,2011,2232430,45,32496
198109,Cabarrus College of Health Sciences,2011,0,35,4131
198136,Campbell University,2011,11148297,43,18839
198215,Catawba College,2011,15815405,42,32620
198303,Chowan University,2011,1868137,62,20352
198385,Davidson College,2011,27802392,18,269937
198419,Duke University,2011,287247000,9,363574
198516,Elon University,2011,10470605,76,21874
198561,Gardner-Webb University,2011,5394499,65,12722
198598,Greensboro College,2011,1130556,74,20655
198613,Guilford College,2011,2405991,53,26029
198677,Heritage Bible College,2011,306910,28,1266
198695,High Point University,2011,26139689,68,9644
198747,Laurel University,2011,68126,62,4644
198756,Johnson C Smith University,2011,6414799,45,33087
198808,Lees-McRae College,2011,4273017,49,22893
198835,Lenoir-Rhyne University,2011,5796535,48,33964
198862,Livingstone College,2011,3353768,64,1283
198899,Mars Hill University,2011,3524090,39,33093
198950,Meredith College,2011,5113586,63,40663
198969,Methodist University,2011,2577101,76,7649
199032,Montreat College,2011,4958248,62,13425
199069,Mount Olive College,2011,4583934,51,7508
199209,North Carolina Wesleyan College,2011,933002,76,8343
199272,William Peace University,2011,687259,49,62501
199306,Pfeiffer University,2011,1605315,73,9368
199315,Piedmont International University,2011,665201,72,1189
199412,Queens University of Charlotte,2011,48900494,30,36926
199458,Mid-Atlantic Christian University,2011,1335006,42,18105
199582,Saint Augustine's University,2011,1358274,52,10673
199607,Salem College,2011,4407824,29,51890
199643,Shaw University,2011,1084897,59,3533
199698,St Andrews University,2011,3831017,39,35668
199759,Southeastern Baptist Theological Seminary,2011,,,
199847,Wake Forest University,2011,116161000,15,139556
199865,Warren Wilson College,2011,3475115,56,50344
199962,Wingate University,2011,6237230,62,11626
199971,Carolina Christian College,2011,120288,48,2063
200156,University of Jamestown,2011,2114162,40,29345
200217,University of Mary,2011,3454468,80,9530
200244,Sanford College of Nursing,2011,59543,10,11722
200484,Trinity Bible College,2011,1622072,59,474
200527,Turtle Mountain Community College,2011,0,0,2411
200554,United Tribes Technical College,2011,0,15,1030
200873,Allegheny Wesleyan College,2011,212541,44,2803
201061,Art Academy of Cincinnati,2011,224169,77,26881
201104,Ashland University,2011,7875461,77,8058
201177,Aultman College of Nursing and Health Sciences,2011,0,95,4733
201195,Baldwin Wallace University,2011,9428289,62,30982
201371,Bluffton University,2011,3232413,55,18536
201548,Capital University,2011,3124813,76,16848
201645,Case Western Reserve University,2011,76088915,18,203048
201654,Cedarville University,2011,8081914,70,6277
201821,The Christ College of Nursing and Health Sciences,2011,867,84,10348
201858,Cincinnati Christian University,2011,2539526,66,4492
201867,Cincinnati College of Mortuary Science,2011,32237,76,3166
201964,Ohio Christian University,2011,948521,74,1754
202046,Cleveland Institute of Art,2011,6733243,40,48288
202073,Cleveland Institute of Music,2011,2150060,50,76066
202170,Columbus College of Art and Design,2011,1092990,95,5720
202480,University of Dayton,2011,14728000,45,40954
202514,Defiance College,2011,2485692,67,12629
202523,Denison University,2011,16077805,24,302216
202763,The University of Findlay,2011,4904558,70,5852
202806,Franklin University,2011,260000,90,686
202903,Gods Bible School and College,2011,1006426,35,
202912,Good Samaritan College of Nursing and Health Science,2011,148888,49,9230
203067,Hebrew Union College-Jewish Institute of Religion,2011,22561011,2,398057
203085,Heidelberg University,2011,3764238,55,23161
203128,Hiram College,2011,5156322,52,46696
203368,John Carroll University,2011,1798112,49,48943
203535,Kenyon College,2011,20714231,38,97203
203544,Kettering College,2011,17615,67,2452
203580,Lake Erie College,2011,5141343,58,6260
203757,Lourdes University,2011,874100,66,5247
203775,Malone University,2011,2474667,83,6355
203845,Marietta College,2011,3938659,57,36451
203960,Mercy College of Ohio,2011,8550,60,10369
203997,Methodist Theological School in Ohio,2011,912488,12,194964
204176,Mount Carmel College of Nursing,2011,0,84,
204185,University of Mount Union,2011,15773120,46,56992
204194,Mount Vernon Nazarene University,2011,4907358,79,6643
204200,College of Mount St Joseph,2011,2253978,75,12530
204264,Muskingum University,2011,2845809,54,32895
204468,Notre Dame College,2011,601970,86,4612
204486,University of Northwestern Ohio,2011,386461,99,
204501,Oberlin College,2011,33214654,29,264929
204617,Ohio Dominican University,2011,924145,74,9596
204635,Ohio Northern University,2011,5263502,59,42408
204909,Ohio Wesleyan University,2011,18226997,34,91664
204936,Otterbein University,2011,1972188,69,28524
204990,Payne Theological Seminary,2011,62830,52,
205027,Pontifical College Josephinum,2011,1420631,29,154513
205124,Rabbinical College Telshe,2011,1040332,18,4240
205203,University of Rio Grande,2011,3023509,80,9858
205957,Franciscan University of Steubenville,2011,5505897,67,15270
206002,Ohio Mid-Western College,2011,106659,71,
206048,Tiffin University,2011,1006549,91,1230
206154,Tri-State Bible College,2011,93567,36,
206215,Trinity Lutheran Seminary,2011,1493886,13,175214
206279,Union Institute & University,2011,322275,94,526
206288,United Theological Seminary,2011,789767,55,14168
206330,Urbana University,2011,969421,89,2423
206349,Ursuline College,2011,2909844,66,15148
206437,Walsh University,2011,3140736,83,4758
206491,Wilberforce University,2011,1129991,52,13920
206507,Wilmington College,2011,1457014,70,20422
206516,Winebrenner Theological Seminary,2011,939931,25,15707
206525,Wittenberg University,2011,4838213,54,48429
206589,The College of Wooster,2011,12531298,39,125541
206622,Xavier University,2011,17007168,66,19135
206817,Bacone College,2011,774270,18,6917
206835,Oklahoma Wesleyan University,2011,1468707,77,3442
206862,Southern Nazarene University,2011,4138505,63,10604
207157,Hillsdale Free Will Baptist College,2011,1196959,45,1729
207324,Oklahoma Christian University,2011,5956420,61,16226
207403,Oklahoma Baptist University,2011,2451267,41,58393
207458,Oklahoma City University,2011,7340033,72,22728
207582,Oral Roberts University,2011,27446026,46,12678
207689,Saint Gregory's University,2011,1030130,44,15861
207856,Southwestern Christian University,2011,278783,80,2253
207971,University of Tulsa,2011,50806909,28,202659
208488,Concordia University-Portland,2011,0,94,3220
208725,New Hope Christian College-Eugene,2011,2025456,40,16291
208822,George Fox University,2011,3383772,86,5851
209056,Lewis & Clark College,2011,6484367,63,54936
209065,Linfield College-McMinnville Campus,2011,6877731,60,46912
209108,Marylhurst University,2011,2124653,82,11475
209241,Mount Angel Seminary,2011,50803,41,112236
209287,Multnomah University,2011,1666000,76,10793
209296,National College of Natural Medicine,2011,1762099,83,646
209409,Northwest Christian University,2011,1109312,63,20248
209533,Oregon College of Art and Craft,2011,916896,66,38783
209603,Pacific Northwest College of Art,2011,1019382,63,25944
209612,Pacific University,2011,1560058,81,16950
209825,University of Portland,2011,15185000,69,24650
209922,Reed College,2011,14040143,32,295920
210304,Warner Pacific College,2011,1433976,78,5036
210331,Corban University,2011,2042420,74,1698
210368,Western Seminary,2011,894047,69,2821
210401,Willamette University,2011,8716000,53,77156
210438,University of Western States,2011,41718,87,2009
210492,Bryn Athyn College of the New Church,2011,278168,11,294892
210508,Academy of Vocal Arts,2011,1210753,0,
210571,Albright College,2011,6385701,60,23019
210669,Allegheny College,2011,7442395,49,73765
210739,DeSales University,2011,3817759,75,17055
210775,Alvernia University,2011,3000713,85,6750
211024,Baptist Bible College & Seminary of Pennsylvania,2011,1901074,68,2778
211088,Arcadia University,2011,1908000,72,14376
211130,Biblical Theological Seminary,2011,797124,66,6108
211273,Bryn Mawr College,2011,10264000,20,386370
211291,Bucknell University,2011,41994000,39,
211352,Cabrini College,2011,2748214,80,4619
211370,Calvary Baptist Theological Seminary,2011,970259,25,28877
211431,Carlow University,2011,4824102,75,8105
211440,Carnegie Mellon University,2011,82759951,33,95129
211468,Cedar Crest College,2011,1764701,70,14239
211556,Chatham University,2011,9496229,61,28093
211583,Chestnut Hill College,2011,3417211,80,3038
211893,Curtis Institute of Music,2011,3186101,5,702483
211981,Delaware Valley College,2011,33504900,47,15532
212009,Dickinson College,2011,9257058,48,128210
212054,Drexel University,2011,81858000,53,25121
212106,Duquesne University,2011,12573000,73,17483
212133,Eastern University,2011,6164759,84,5913
212197,Elizabethtown College,2011,3627468,72,24503
212443,Evangelical Theological Seminary,2011,556978,45,21665
212452,Faith Theological Seminary,2011,,,
212577,Franklin and Marshall College,2011,13719306,50,120509
212601,Gannon University,2011,3177000,76,10687
212656,Geneva College,2011,2477505,71,15432
212674,Gettysburg College,2011,9730801,60,92370
212771,Gratz College,2011,1252772,66,2110
212832,Gwynedd Mercy University,2011,1885000,82,6452
212911,Haverford College,2011,23480505,26,329566
212984,Holy Family University,2011,1056483,88,4377
213011,Immaculata University,2011,3703913,86,4419
213251,Juniata College,2011,5484875,50,51179
213303,Keystone College,2011,1047817,79,3858
213321,King's College,2011,1744010,75,22213
213358,La Roche College,2011,306973,82,3567
213367,La Salle University,2011,6296830,73,13375
213385,Lafayette College,2011,23853763,32,259419
213400,Lancaster Bible College,2011,5095711,57,12046
213446,Lancaster Theological Seminary,2011,524073,31,99857
213507,Lebanon Valley College,2011,4047037,70,27595
213543,Lehigh University,2011,45872000,33,166244
213631,Lutheran Theological Seminary at Gettysburg,2011,3958101,11,161712
213640,Lutheran Theological Seminary at Philadelphia,2011,5802765,11,105867
213668,Lycoming College,2011,2788039,39,110745
213826,Marywood University,2011,1611594,75,11922
213987,Mercyhurst University,2011,3740544,72,7408
213996,Messiah College,2011,11260725,53,42314
214069,Misericordia University,2011,3995417,79,10117
214148,Moore College of Art and Design,2011,2997243,66,19772
214157,Moravian College,2011,11632540,55,47355
214166,Mount Aloysius College,2011,1089461,69,13044
214175,Muhlenberg College,2011,6680299,59,53239
214272,Neumann University,2011,1794422,89,8113
214564,Salus University,2011,1392733,61,24968
214883,Peirce College,2011,230765,83,120
214971,Pennsylvania Academy of the Fine Arts,2011,2897037,37,37102
215053,Pennsylvania College of Art and Design,2011,153802,93,4425
215062,University of Pennsylvania,2011,497625000,21,267464
215099,Philadelphia University,2011,2431144,85,6261
215105,The University of the Arts,2011,262372,67,18034
215114,Cairn University-Langhorne,2011,2921798,69,8109
215123,Philadelphia College of Osteopathic Medicine,2011,0,75,49102
215132,University of the Sciences,2011,3645604,66,45594
215424,Pittsburgh Theological Seminary,2011,3643475,3,718883
215442,Point Park University,2011,156230,84,6919
215619,Reconstructionist Rabbinical College,2011,1744615,6,361341
215628,Reformed Presbyterian Theological Seminary,2011,1096911,25,26692
215655,Robert Morris University,2011,9292316,78,5794
215691,Rosemont College,2011,3092949,61,17873
215743,Saint Francis University,2011,6080037,63,14029
215770,Saint Joseph's University,2011,12958657,74,26044
215798,Saint Vincent College,2011,4407230,48,34441
215813,Saint Vincent Seminary,2011,,48,42981
215929,University of Scranton,2011,7968656,70,23677
215947,Seton Hill University,2011,2954374,70,13749
216047,Saint Charles Borromeo Seminary-Overbrook,2011,0,40,68152
216278,Susquehanna University,2011,1968819,55,45478
216287,Swarthmore College,2011,11556000,10,969462
216311,Talmudical Yeshiva of Philadelphia,2011,1690471,47,
216357,Thiel College,2011,3040206,58,23930
216366,Thomas Jefferson University,2011,10025181,29,109760
216463,Trinity Episcopal School for Ministry,2011,2808161,6,119178
216524,Ursinus College,2011,7178157,52,71057
216542,Valley Forge Christian College,2011,1389421,87,1086
216597,Villanova University,2011,24192217,68,36588
216667,Washington & Jefferson College,2011,16682206,47,72976
216694,Waynesburg University,2011,4786052,63,21498
216807,Westminster College,2011,6060002,46,53560
216816,Westminster Theological Seminary,2011,7754517,21,19862
216852,Widener University-Main Campus,2011,6403357,81,13739
216931,Wilkes University,2011,3698527,79,8167
217013,Wilson College,2011,5413745,26,113577
217040,Yeshivath Beth Moshe,2011,1198769,44,
217059,York College Pennsylvania,2011,14260239,63,12118
217156,Brown University,2011,116051000,24,301896
217165,Bryant University,2011,3829000,67,42932
217235,Johnson & Wales University-Providence,2011,6186853,78,13865
217305,New England Institute of Technology,2011,249782,79,34714
217402,Providence College,2011,15445207,65,36881
217493,Rhode Island School of Design,2011,4782494,65,121782
217518,Roger Williams University,2011,1344000,83,14955
217536,Salve Regina University,2011,3212000,79,18957
