UnitID,Institution Name,Long-term investments (F1213_F2),Property  Plant  and Equipment  net of accumulated depreciation (F1213_F2),Intangible Assets  net of accumulated amortization (F1213_F2),Total assets (F1213_F2),Total liabilities (F1213_F2),Debt related to Property  Plant  and Equipment (F1213_F2),Total unrestricted net assets (F1213_F2),Total restricted net assets (F1213_F2),Permanently restricted net assets included in total restricted net assets (F1213_F2),Temporarily restricted net assets (F1213_F2),Total net assets (F1213_F2),Total revenues and investment return (F1213_F2),Total expenses (F1213_F2),Other specific changes in net assets (F1213_F2),Total change in net assets (F1213_F2),Net assets  beginning of the year (F1213_F2),Adjustments to beginning of year net assets (F1213_F2),Net assets  end of the year (F1213_F2),Investment return - Total (F1213_F2)
102270,Stillman College,19738287,41425809,0,69979350,47941272,38134882,4190151,17847927,17847927,0,22038078,21187421,21179611,0,7810,22030268,0,22038078,1535614
167996,Stonehill College,178293334,137341788,0,348909919,113903619,91778175,184464406,50541894,31004735,19537159,235006300,123694857,93550508,0,30144349,204861951,0,235006300,20522303
168005,Suffolk University,165916961,319770169,0,653032294,396046872,355478323,222124478,34860944,29625672,5235272,256985422,250705970,222066501,0,28639469,228345953,0,256985422,15475196
447953,SUM Bible College and Theological Seminary,93200,2798900,7400,3901600,746500,662200,3061900,93200,0,93200,3155100,3432300,3450900,0,-18600,3162100,11600,3155100,0
216278,Susquehanna University,119525020,147338798,3285607,321657958,80176312,65761249,133930392,107551254,74061753,33489501,241481646,85220440,74059122,0,11161318,230320328,0,241481646,15066589
216287,Swarthmore College,1752780000,246933000,76292000,2076005000,285312000,206464000,693556000,1097137000,197948000,899189000,1790693000,291585000,128147000,0,163438000,1627255000,0,1790693000,179062000
233718,Sweet Briar College,95847223,55234421,0,160667982,30761252,26777955,37756882,92149848,63086718,29063130,129906730,37759158,34815046,0,2944112,126962618,0,129906730,9743190
196413,Syracuse University,1115537460,962429793,0,2394030447,729076436,393160608,1105266851,559687160,379062959,180624201,1664954011,942050545,808870625,3722774,136902694,1528051317,0,1664954011,136346655
155973,Tabor College,7524940,17100855,0,32585076,8153321,6498285,15925294,8506461,4944263,3562198,24431755,17307557,14023961,0,3283596,21148159,0,24431755,795614
102298,Talladega College,45047993,12808652,216000,61004001,13057547,9741396,44640363,3306091,3306091,0,47946454,15961090,15522507,0,438583,47507871,0,47946454,158664
137777,Talmudic College of Florida,7797302,4548354,549451,12251324,8820496,2181657,3003744,427084,427084,0,3430828,2751513,2258241,-81597,411675,3256197,-237044,3430828,298566
186900,Talmudical Academy-New Jersey,139536,468482,0,1362593,80880,25253,1281713,0,0,0,1281713,770120,763001,0,7119,1274594,0,1281713,0
196440,Talmudical Institute of Upstate New York,1000,102916,0,1087927,179883,0,902044,6000,0,6000,908044,1655563,1606309,100,49354,869690,-11000,908044,7
451404,Talmudical Seminary of Bobov,0,507508,0,2271513,608414,0,1663099,0,0,0,1663099,2202883,2160748,0,42135,1620964,0,1663099,0
196431,Talmudical Seminary Oholei Torah,0,974764,0,3063349,108205,0,2955144,0,0,0,2955144,3551448,3521043,0,30405,2924739,0,2955144,2251
216311,Talmudical Yeshiva of Philadelphia,10576683,4944903,0,17707558,2899066,0,14108167,700325,700325,0,14808492,4765184,3812367,-698171,254646,14553846,0,14808492,529631
152530,Taylor University,77245000,99813000,0,231320000,50530000,0,95928000,84862000,56745000,28117000,180790000,74511355,63262980,589574,11837949,168952000,51,180790000,11450594
196468,Teachers College at Columbia University,239855754,123252443,0,468152546,194907814,118389638,95862166,177382566,84952745,92429821,273244732,219344362,180931459,10459054,48871957,224372775,0,273244732,26619906
149329,Telshe Yeshiva-Chicago,932543,9469874,0,12859898,3761984,1847990,9097914,0,0,0,9097914,4337990,3879783,0,458207,8639707,0,9097914,20242
221856,Tennessee Temple University,627880,10310391,130070,16500209,7741134,2311097,7557934,1201141,505150,695991,8759075,7408747,8830921,0,-1422174,10181249,0,8759075,26097
221731,Tennessee Wesleyan College,9704027,15847589,65354,29139697,16341155,12611543,2732054,10066488,9414118,652370,12798542,15586465,15304939,679902,961428,11837114,0,12798542,13958
228866,Texas Chiropractic College Foundation Inc,5266263,9602125,0,14868388,3039779,1979383,10946759,881850,302369,579481,11828609,8622575,10677159,0,-2054584,13883193,0,11828609,234326
228875,Texas Christian University,1452955000,756146000,0,2301636000,561825000,398443000,1147390000,592421000,342416000,250005000,1739811000,561690000,352752000,61515000,270453000,1469358000,0,1739811000,181446000
228884,Texas College,1863527,9711201,0,13805803,1800913,319615,10117892,1886998,1863527,23471,12004890,11843243,11420943,160442,582742,11422148,0,12004890,100411
228981,Texas Lutheran University,93759094,46638602,0,149433155,37577053,28045000,43813385,68042717,52801594,15241123,111856102,42236702,33374896,-1104746,7757060,104099042,0,111856102,12362864
229160,Texas Wesleyan University,35190244,45899204,0,103766041,35651376,0,29278111,38836554,27357841,11478713,68114665,67428563,60253361,0,7175202,60939463,0,68114665,5017649
132408,The Baptist College of Florida,4195086,11231158,0,27424454,301037,186004,19328021,7795396,5824673,1970723,27123417,7657367,6610097,0,1047270,26076147,0,27123417,259445
164933,The Boston Conservatory,11315032,40707236,1592624,80079409,53420945,49750348,20414899,6243565,867865,5375700,26658464,27942620,24643742,0,3298878,23359586,0,26658464,957480
143978,The Chicago School of Professional Psychology at Chicago,0,27021197,0,75148071,28576167,0,44838249,1733655,1465758,267897,46571904,104620729,85154732,0,19465997,27105907,0,46571904,1334858
455433,The Chicago School of Professional Psychology at Irvine,,,,,,,,,,,,,,,,,,,
455664,The Chicago School of Professional Psychology at Los Angeles,,,,,,,,,,,,,,,,,,,
459745,The Chicago School of Professional Psychology at Washington DC,,,,,,,,,,,,,,,,,,,
455682,The Chicago School of Professional Psychology at Westwood,,,,,,,,,,,,,,,,,,,
201821,The Christ College of Nursing and Health Sciences,,,,,,,,,,,,,,,,,,,40035
142294,The College of Idaho,96695561,46538645,0,151935827,27091110,275872,69988149,54856568,43030284,11826284,124844717,36930734,25308760,0,11621974,113222743,0,124844717,14600681
193645,The College of New Rochelle,18955584,61623386,0,112313153,82449554,57117234,20493184,9370415,4850014,4520401,29863599,59615205,61485009,1270202,-599602,30463201,0,29863599,3065172
195234,The College of Saint Rose,46187344,135188397,0,209104302,80350373,59409723,109290631,19463298,12404023,7059275,128753929,95806468,88937984,0,6868484,121885445,0,128753929,3680856
174899,The College of Saint Scholastica,54879311,73021012,171653,149009418,66779700,48914367,58542383,23687335,16828785,6858550,82229718,77308204,72255082,-228012,4825110,77404608,0,82229718,3942956
206589,The College of Wooster,265813766,144092581,0,462835529,60833391,28675305,249682623,152319515,114997611,37321904,402002138,106206445,84070757,-3283395,18852293,383149845,0,402002138,27579742
456542,The Commonwealth Medical College,720000,85608044,0,102590004,53020145,42688577,47582167,1987692,720000,1267692,49569859,27532629,32538887,2751834,-2254424,51824283,0,49569859,22912
191320,The General Theological Seminary,26169780,38360348,0,70036383,2169844,0,46462044,21404495,19388688,2015807,67866539,9814905,12383619,0,-2568714,70435253,0,67866539,853184
146241,The John Marshall Law School,15795418,55743724,0,110272881,26362042,0,71523619,12387220,6249743,6137477,83910839,53786360,49565254,0,4221106,79689733,0,83910839,1802024
192110,The Juilliard School,905160340,180700577,0,1120810102,244141319,194995000,211295538,665373245,291666135,373707110,876668783,163491639,89458637,26067855,100100857,776567926,0,876668783,107865924
454184,The King’s College,569093,1067781,0,12638152,8335189,0,2270776,2032187,553118,1479069,4302963,20023104,20042195,-1275176,-1294267,5809020,-211790,4302963,14466
117751,The Master's College and Seminary,21541626,42274033,940900,81023447,38323143,30424636,21549278,21151026,16184451,4966575,42700304,37228884,33265843,0,3963041,38737263,0,42700304,2535774
167057,The New England Conservatory of Music,113213036,40572041,0,170746161,29567131,21002411,34192387,106986643,66927518,40059125,141179030,47576402,38755996,0,8820406,132358624,0,141179030,6108670
193654,The New School,339816000,509819000,0,958001000,518736000,434568000,239983000,199282000,80312000,118970000,439265000,318541000,307365000,0,11176000,428089000,0,439265000,12238000
448804,The Robert B Miller College,0,5560,450000,2285426,3975313,0,-5570531,3880644,12251,3868393,-1689887,3634428,2832917,0,801511,-2491398,0,-1689887,389
195128,The Sage Colleges,27018026,52890841,0,95021175,36775415,16624990,21951199,36294561,16185280,20109281,58245760,50583319,49256772,0,1326547,56919213,0,58245760,2401074
441131,The Seattle School of Theology & Psychology,225000,409782,0,1955908,1061032,179513,812399,82477,0,82477,894876,5165788,5084967,0,80821,814055,0,894876,-3505
202763,The University of Findlay,49013631,106527893,0,169573466,50748699,37809429,76309016,42515751,22734229,19781522,118824767,93971141,79048987,0,14922154,103902613,0,118824767,5341287
137847,The University of Tampa,52439437,344814240,2632252,449634264,178017821,0,234937629,36678814,20917148,15761666,271616443,167141919,137585218,0,29556701,242059742,0,271616443,4487308
215105,The University of the Arts,47190909,82790286,0,148525946,73584482,50409248,23238177,51703287,39097047,12606240,74941464,73799882,69365753,0,4434129,70507335,0,74941464,6261352
126012,The Wright Institute,4809744,2562866,0,11500805,1052958,0,9331364,1116483,851668,264815,10447847,9781445,8160680,0,1620765,8827082,0,10447847,240252
216357,Thiel College,25495511,29461244,0,72103096,30171903,21006706,8420529,33510664,24171756,9338908,41931193,32691431,27314306,649888,6027013,35904180,0,41931193,3082255
124292,Thomas Aquinas College,14231467,48612937,0,75059041,10811999,8406335,44558937,19688105,10706575,8981530,64247042,18269827,15907494,0,2362333,61884707,2,64247042,1529041
161563,Thomas College,8964905,31258157,0,53630085,12670182,0,27633083,13326820,7488882,5837938,40959903,19676614,15456606,0,4220008,36739895,0,40959903,1431944
126049,Thomas Jefferson School of Law,14768850,122964985,3008405,156070026,136671655,123079330,19159056,239315,0,239315,19398371,42200631,41310988,0,889643,18508728,0,19398371,34071
216366,Thomas Jefferson University,468280058,336017019,0,1194971883,601792679,0,317299976,275879228,151674779,124204449,593179204,796720348,729627678,0,67092670,526086533,1,593179204,73032816
172477,Thomas M Cooley Law School,21358300,154082310,885173,249558548,116800322,76660000,128870702,3887524,1044742,2842782,132758226,92337865,78148910,0,14188955,118569271,0,132758226,12882236
157809,Thomas More College,14153196,21495622,0,39991598,13708462,10276157,10771379,15511757,12562579,2949178,26283136,23993015,24155067,324104,162052,24906362,1214722,26283136,1143950
183275,Thomas More College of Liberal Arts,38422,3942649,0,5239514,2729490,0,1186583,1323441,367913,955528,2510024,3221319,2654675,0,566644,1943380,0,2510024,81889
141167,Thomas University,4723114,11463760,0,18275286,5183660,0,7299475,5792151,1437263,4354888,13091626,12222401,12241838,0,-19437,13111063,0,13091626,485703
103778,Thunderbird School of Global Management,25123896,35308135,0,82349821,46280635,0,9806376,26262810,16421002,9841808,36069186,69711729,75915043,0,-6203314,42272500,0,36069186,2261008
206048,Tiffin University,7685552,56660973,0,77975978,39993958,32062164,32508393,5473627,4375521,1098106,37982020,44702668,39580386,0,5122282,32859738,0,37982020,615861
141185,Toccoa Falls College,2879016,16455510,0,22108733,8847989,7301283,8875129,4385615,3008798,1376817,13260744,19909648,18913794,0,995854,12264890,0,13260744,174570
196583,Torah Temimah Talmudical Seminary,0,4806586,0,6181327,289847,0,5891480,0,0,0,5891480,2657871,2649914,0,7957,5883523,0,5891480,0
176406,Tougaloo College,7477769,49533393,0,84864198,36394539,0,33866712,14602947,10530002,4072945,48469659,24843213,24460756,871481,1253938,47215721,0,48469659,94251
196592,Touro College,61482000,268303000,0,362263000,177150000,101702000,175104000,10009000,3088000,6921000,185113000,331790000,219758000,0,112032000,74292000,-1211000,185113000,1342000
459736,Touro University California,2385756,24721163,645375,72527520,31021221,20438584,41436524,69775,69775,0,41506299,54839639,39000383,-9776631,6062625,35443674,0,41506299,89375
459824,Touro University Nevada,19273000,37798000,1070000,58141000,43759000,32781000,14112000,270000,0,270000,14382000,41066000,59942000,0,-18876000,33258000,0,14382000,24000
459727,Touro University Worldwide,0,104727,0,1296493,12891473,9210,-11594980,0,0,0,-11594980,2119707,4218895,0,-2099188,-9495793,1,-11594980,20
157818,Transylvania University,152828298,68714028,0,233959997,29618956,21590000,47850848,156490193,68660440,87829753,204341041,55537398,38293515,0,17243883,187097158,0,204341041,25282124
221892,Trevecca Nazarene University,30112805,51568473,0,93760389,30467648,21852158,40054847,23237894,13888085,9349809,63292741,41143986,37793933,0,3350053,59942688,0,63292741,2925987
206154,Tri-State Bible College,8813,139804,0,231516,28324,0,181719,21473,0,21473,203192,462416,429844,0,32572,170620,0,203192,0
152567,Trine University,22819441,71950382,0,115364882,43459279,37066332,32940746,38964857,15752116,23212741,71905603,42977415,36234716,211608,6954307,64951296,0,71905603,2878206
414878,Trine University-Regional/Non-Traditional Campuses,,,,,,,,,,,,,,,,,,,
137953,Trinity Baptist College,92029,2646027,0,3174218,1149995,1071213,1892748,131475,63611,67864,2024223,2629855,2590442,0,39413,1984810,0,2024223,6711
200484,Trinity Bible College,907333,5599383,0,8360361,6414065,4863865,642425,1303871,410857,893014,1946296,6098342,5436246,0,662096,1284200,0,1946296,101938
149505,Trinity Christian College,7236217,62562850,0,82985307,28154055,23759464,43189400,11641852,6783819,4858033,54831252,33018669,29642894,0,3375775,51455477,0,54831252,2480181
130590,Trinity College,491748578,262804609,0,834961217,214981546,141997807,92086434,527893237,277265038,250628199,619979671,187373967,137665114,0,49708853,570270818,0,619979671,68580537
137962,Trinity College of Florida,0,4229477,0,6305888,344777,39988,3304844,2656267,609299,2046968,5961111,2825910,3018115,1478,-190727,6151838,0,5961111,21211
146755,Trinity College of Nursing & Health Sciences,,,,,,,,,,,,,,,,,,,0
216463,Trinity Episcopal School for Ministry,17153860,5252851,2000,23327154,280877,0,4869214,18177063,16029183,2147880,23046277,4467053,4154240,0,312813,22733464,0,23046277,1839323
135610,Trinity International University-Florida,346036,301228,0,1106575,1340121,0,-512669,279123,190516,88607,-233546,3618876,3739697,0,-120821,-112725,0,-233546,36760
149514,Trinity International University-Illinois,53070093,41265799,0,104101666,29131872,22166537,33334548,41635246,30535298,11099948,74969794,36763856,33081371,0,3682485,71287309,0,74969794,4828221
123448,Trinity Law School,154001,1179334,0,2282955,3178363,0,-1049409,154001,113000,41001,-895408,4679615,4428036,0,251579,-1146987,0,-895408,16729
235769,Trinity Lutheran College,3731590,12673455,0,16883463,3963175,0,8590703,4329585,4046587,282998,12920288,4720141,5139756,0,-419615,13339903,0,12920288,-4298
206215,Trinity Lutheran Seminary,27965686,7081923,0,36753790,367046,0,4029442,32357302,27959922,4397380,36386744,7423355,5708817,0,1714538,34672206,0,36386744,3122665
229267,Trinity University,934326469,214216672,0,1309513126,61613456,32035000,520085331,727814339,575615493,152198846,1247899670,218257301,108170418,-2573142,107513741,1140385929,0,1247899670,129640258
131876,Trinity Washington University,48578997,20503162,0,86170872,23154959,16199795,31384478,31631435,19455839,12175596,63015913,45115751,30787792,0,14327959,48687954,0,63015913,2459218
196653,Trocaire College,9880508,9036831,0,27840861,4630677,3106073,20421551,2788633,381340,2407293,23210184,20399415,18110771,0,2288644,20921540,0,23210184,939813
141237,Truett-McConnell College,5533003,24518094,0,34344028,14546458,10756597,14095379,5702191,4596962,1105229,19797570,11797048,12486907,1582426,892567,18905003,0,19797570,86274
168148,Tufts University,2001211108,801091369,0,2991407211,914756192,639958045,1112194261,964456758,537610300,426846458,2076651019,866288519,767133222,28667175,127822472,1948828547,0,2076651019,178145498
160755,Tulane University of Louisiana,1056039000,780851000,0,2181003000,899763000,0,204195000,1077045000,535454000,541591000,1281240000,871992000,802245000,0,69747000,1211493000,0,1281240000,119333000
200527,Turtle Mountain Community College,2667879,24871235,0,36971761,2557121,1734998,32715172,1699468,1699468,0,34414640,17392555,14535735,-1775463,1081357,33333283,0,34414640,5966
221953,Tusculum College,19924007,58340038,0,87132622,27091912,22709187,39400319,20640391,14123799,6516592,60040710,31707248,29573779,0,2133469,57907241,0,60040710,1413311
102377,Tuskegee University,146479215,227515379,0,408909271,173743850,143679841,108752651,126412770,81562527,44850243,235165421,160801806,148050823,0,12750983,222414438,0,235165421,15969981
246789,Unification Theological Seminary,500032,8141292,0,9792488,336669,106215,7955819,1500000,1500000,0,9455819,3692147,3198699,0,493448,8962371,0,9455819,575
157863,Union College,25546824,26867473,0,78556714,39612817,35369863,7874478,31069419,11711133,19358286,38943897,20594327,19349395,0,1244932,37698965,0,38943897,2779114
181738,Union College,5387057,26978301,0,45533973,7708422,1470706,29348161,8477390,2148404,6328986,37825551,27652512,25561086,0,2091426,35734125,0,37825551,119483
196866,Union College,362122857,146988290,0,572031273,107276391,74048978,190376472,274378410,151768665,122609745,464754882,146450045,117304117,0,29145928,435608954,0,464754882,36112047
446932,Union Graduate College,2940551,7170681,234711,15977970,6768916,5235000,7900590,1308464,755939,552525,9209054,7646950,7493910,76145,229185,8979869,0,9209054,139105
206279,Union Institute & University,2792055,1236315,1313155,13885716,7117513,204242,5148529,1619674,756048,863626,6768203,26313710,26000513,-346394,-33197,6455006,346394,6768203,369355
233842,Union Presbyterian Seminary,138153749,22177070,0,164549174,6761802,2300000,38040127,119747245,72015516,47731729,157787372,23743802,15269187,0,8474615,149312757,0,157787372,15962974
196884,Union Theological Seminary in the City of New York,94664182,16733443,7176412,118574037,15882693,11918682,44867088,57824256,46128164,11696092,102691344,14478275,17379064,0,-2900789,95863475,9728658,102691344,4637730
221971,Union University,37625876,126649840,0,181684741,61874774,52183677,56515289,63294678,32702597,30592081,119809967,77210080,66991733,0,10218347,109591620,0,119809967,4708232
102395,United States Sports Academy,12619551,4823425,1907735,19350711,379467,0,18647310,323934,0,323934,18971244,6752145,5440571,147551,1459125,17512119,0,18971244,796193
197018,United Talmudical Seminary,0,21178451,30506,28017845,7982796,801063,20035049,0,0,0,20035049,19213551,16106753,0,3106798,16928251,0,20035049,0
206288,United Theological Seminary,2537420,5749588,0,14389016,6058881,4428493,-350513,8680648,6947970,1732678,8330135,8562799,8038733,0,524066,7806069,0,8330135,507650
175139,United Theological Seminary of the Twin Cities,11979721,5228904,0,18667961,253720,0,4894098,13520143,11835602,1684541,18414241,4907858,3814301,0,1093557,17320684,0,18414241,634498
200554,United Tribes Technical College,527657,27535895,0,37861499,7285425,0,602337,29973737,607397,29366340,30576074,33354082,31906891,0,1447191,28686476,442407,30576074,5510
161572,Unity College,14085286,9532690,0,32206978,4106637,2672257,14337762,13762579,11627296,2135283,28100341,14218342,12720059,0,1498283,26602058,0,28100341,1136421
128744,University of Bridgeport,27609000,63437000,0,115118000,58682000,0,49726000,6710000,42000,6668000,56436000,85330000,80228000,0,5102000,51334000,0,56436000,2456000
237312,University of Charleston,36096461,80214581,0,130208490,45719120,34914412,32380851,52108519,28338439,23770080,84489370,42953641,37969607,0,4984034,79505336,0,84489370,4923895
144050,University of Chicago,6395116415,2543764817,0,10114149032,4046617901,2732425535,1363341790,4704189341,1545738165,3158451176,6067531131,3503476665,3240518140,0,262958525,5804572606,0,6067531131,383760647
224323,University of Dallas,50266000,60197000,334000,132132000,46504000,0,40640000,44988000,30587000,14401000,85628000,59279000,52466000,0,6813000,78815000,0,85628000,9099000
202480,University of Dayton,508884000,563793000,0,1354918000,564029000,380966000,583150000,207739000,143556000,64183000,790889000,484620000,400473000,12449000,96596000,694293000,0,790889000,68143000
127060,University of Denver,424507099,553792923,0,1336405375,243195596,130934313,655817731,437392048,258342337,179049711,1093209779,438932918,367291465,1806194,73447647,1019762132,0,1093209779,29660143
169716,University of Detroit Mercy,28881759,122464878,0,212739782,92576568,44265000,90277487,29885727,20185041,9700686,120163214,149206473,133983643,0,15222830,104940384,0,120163214,3551780
153278,University of Dubuque,71572740,107861718,0,227602235,70834573,3373700,78801543,77966119,55626011,22340108,156767662,64337343,44921425,8209628,27625546,129142116,0,156767662,10173965
150534,University of Evansville,78022875,137397611,317956,282889024,82942095,45739034,69657152,130289777,78481354,51808423,199946929,111618977,70115245,7515455,49019187,150927742,0,199946929,8851861
457402,University of Fort Lauderdale,81500,45314,0,292072,80276,0,211796,0,0,0,211796,1078520,1038867,0,39653,172143,0,211796,8055
180258,University of Great Falls,7172715,7379417,0,21134208,7642077,2818418,3746177,9745954,7172715,2573239,13492131,16723653,14894070,0,1829583,11662548,0,13492131,772515
129525,University of Hartford,134798000,140718000,0,327043000,161754000,107953000,46805000,118484000,80212000,38272000,165289000,190443000,168715000,0,21728000,143561000,0,165289000,15756991
151263,University of Indianapolis,86163887,103603240,0,209508446,84707013,63130883,29246797,95554636,33444225,62110411,124801433,104815823,90789032,0,14026791,110774642,0,124801433,11293744
200156,University of Jamestown,34685489,34045043,0,71987683,9578208,4360245,17021458,45388017,25374322,20013695,62409475,20105436,17388891,-1704,2714841,59694634,0,62409475,3763749
117140,University of La Verne,67460358,124824610,0,269760019,117618831,90757485,116757850,35383338,20028991,15354347,152141188,144960717,123918651,0,21042066,131099122,0,152141188,6555979
200217,University of Mary,49757341,47814718,0,116855601,17868740,0,64409677,34577184,24042092,10535092,98986861,52408591,46947005,0,5461586,93525275,0,98986861,3698028
226471,University of Mary Hardin-Baylor,98693337,138871587,0,265857405,85806465,56554330,102450205,77600735,40758068,36842667,180050940,88770688,61985459,-393717,26391512,153659428,0,180050940,13070516
135726,University of Miami,1123744231,1536149349,1127000,3338566083,1785472290,791430668,769398516,783695277,416034542,367660735,1553093793,2656387363,2518541849,82182258,220027772,1333066021,0,1553093793,143685997
101693,University of Mobile,19213471,35908494,0,62739269,29786311,22155408,10036744,22916214,18671037,4245177,32952958,29135507,25716507,0,3419000,29533958,0,32952958,1945317
204185,University of Mount Union,140093906,135470031,0,296243633,49140328,34910023,93150909,153952396,67982938,85969458,247103305,69761357,54330239,0,15431118,231672187,0,247103305,13714219
161457,University of New England,34397945,183429789,0,293227701,147800975,108774780,112444205,32982521,24113916,8868605,145426726,154821618,132152913,0,22668705,122758021,0,145426726,4333101
182829,University of New Hampshire-School of Law,25879891,13450762,0,44276634,14552169,11639842,22773703,6950762,3688023,3262739,29724465,17146512,15811962,0,1334550,28389915,0,29724465,2614733
129941,University of New Haven,30024642,147820662,0,239671775,127576094,0,83242559,28853122,12338791,16514331,112095681,166119530,142545325,0,23574205,88521476,0,112095681,0
204486,University of Northwestern Ohio,1557900,78307222,3459586,100286169,48094462,29519024,51708703,483004,138040,344964,52191707,48107434,44461301,310000,3956133,48235574,0,52191707,45592
174491,University of Northwestern-St Paul,16975440,55975328,7119543,106123700,35213558,23963871,51641158,19268984,11117718,8151266,70910142,71985494,65941914,0,6043580,64866562,0,70910142,1078367
152080,University of Notre Dame,8509334000,1350192000,0,10329366000,2033231000,411920000,3710534000,4585601000,1515442000,3070159000,8296135000,1678915000,959267000,45066000,764714000,7531421000,0,8296135000,813519000
215062,University of Pennsylvania,9252719000,4369373000,24888000,16017853000,4723727000,1941111000,5933126000,5361000000,2927002000,2433998000,11294126000,7186781000,5896431000,310150000,1600500000,9693626000,0,11294126000,1061417000
157535,University of Pikeville,18380758,62425764,1883226,117518716,80691864,69922503,16983966,19842886,11026945,8815941,36826852,36808562,37316486,0,-507924,37334776,0,36826852,1079411
209825,University of Portland,143476000,188723000,0,360242000,97967000,74136000,134323000,127952000,77056000,50896000,262275000,127088000,104581000,0,22507000,239768000,0,262275000,13866000
236328,University of Puget Sound,287776000,180389000,7494000,555587000,125782000,78694000,224840000,204965000,120808000,84157000,429805000,143949000,108915000,427000,35461000,394344000,0,429805000,38081000
121691,University of Redlands,130105916,136015954,0,313544219,121474136,79589582,60442006,131628077,99523743,32104334,192070083,128677785,119049549,0,9628236,182441847,0,192070083,11774262
233374,University of Richmond,2114844000,292334000,0,3806910000,1625022000,232539000,1083689000,1098199000,346028000,752171000,2181888000,563184000,245454000,-132522000,185208000,1996680000,0,2181888000,392668000
205203,University of Rio Grande,20137529,21200012,0,48809036,18162295,1459267,7354528,23292213,18887095,4405118,30646741,25800700,26592662,5921502,5129540,25517201,0,30646741,1083300
195030,University of Rochester,1931192000,1729770000,695000,4905932000,1932771000,910684000,1976574000,996587000,412280000,584307000,2973161000,3160756000,2933806000,96544000,323494000,2649667000,0,2973161000,217840000
152336,University of Saint Francis-Fort Wayne,17319338,45980167,0,90349023,11101969,4830000,65333922,13913132,5665467,8247665,79247054,44540236,37759610,0,6780626,72466428,0,79247054,1724157
130314,University of Saint Joseph,22608000,36146000,0,66026000,30497000,16889000,15874000,19655000,12820000,6835000,35529000,58346000,54448000,0,3898000,31631000,0,35529000,2298000
155812,University of Saint Mary,11490516,15134573,0,36163065,8823672,4530000,9810010,17529383,12961839,4567544,27339393,17138511,17232731,49770,-44450,27383843,0,27339393,1362074
148885,University of Saint Mary of the Lake,30728584,36671091,0,71391818,661311,0,36778369,33952138,10652943,23299195,70730507,17616256,13136573,-366846,4112837,66617670,0,70730507,3083964
122436,University of San Diego,407203000,476318000,0,1080271000,271831000,171835000,525796000,282644000,166745000,115899000,808440000,360523000,270064000,0,90459000,717981000,0,808440000,61654000
122612,University of San Francisco,266579000,427673000,0,864326000,287237000,155112000,359511000,217578000,85257000,132321000,577089000,375691000,304427000,0,71264000,505825000,0,577089000,45810000
215929,University of Scranton,203366499,281265240,0,518602682,204416675,165738904,206962960,107223047,58844563,48378484,314186007,182488566,149193296,0,33295270,280890737,0,314186007,24284493
219383,University of Sioux Falls,22084895,51218864,0,81011069,24340564,17380448,34172960,22497545,11778683,10718862,56670505,28395522,24853347,696440,4238615,52431890,0,56670505,1974533
123961,University of Southern California,4708535000,2537902000,0,8790257000,2405398000,1332208000,2908437000,3476422000,1889855000,1586567000,6384859000,3869382000,3273784000,-7915000,587683000,5797176000,0,6384859000,428735000
148584,University of St Francis,25476384,33267881,0,72663545,38892958,25803063,21832940,11937647,7769502,4168145,33770587,48491686,42720476,152884,5924094,28552894,-706401,33770587,1702071
174914,University of St Thomas,488345780,444960517,0,1128964464,324270296,254525000,379216913,425477255,273814103,151663152,804694168,315038515,245315866,0,69722649,734971519,0,804694168,44786483
227863,University of St Thomas,73742124,92316072,0,198674809,42414581,33355642,65365492,90894736,65009151,25885585,156260228,73991296,61992778,0,11998518,144261710,0,156260228,5857353
156541,University of the Cumberlands,80189175,90642377,0,191992403,59899895,47740200,70999588,61092920,57193693,3899227,132092508,52735467,42827110,0,9908357,122184151,0,132092508,5009847
225627,University of the Incarnate Word,80607400,213296493,0,385272783,164416249,122308000,186042319,34814215,15239277,19574938,220856534,159170963,124115822,-7536501,27518640,193337894,0,220856534,11168204
107558,University of the Ozarks,95941253,27203884,0,129561128,3420026,0,24174061,101967041,77937329,24029712,126141102,24874666,19178751,0,5695915,120445187,0,126141102,10427887
120883,University of the Pacific,323988000,336310000,0,876535000,260801000,133652000,282551000,333183000,279056000,54127000,615734000,463461000,316334000,0,147127000,468607000,0,615734000,26907000
215132,University of the Sciences,173748510,114274210,0,357191213,163057204,135742590,135727541,58406468,42777584,15628884,194134009,103005121,88902536,0,14102585,180031424,0,194134009,18495410
188182,University of the Southwest,846954,18458588,0,20557741,5060007,4494356,1949354,13548380,690201,12858179,15497734,9126996,10333308,0,-1206312,16704046,0,15497734,168883
449870,University of the West,10652793,10327104,0,28433173,1742032,0,15792373,10898768,6650000,4248768,26691141,6079354,6924887,0,-845533,27536674,0,26691141,1077584
207971,University of Tulsa,406992396,349224120,0,1337530404,199497023,140967872,211900851,926132530,733659839,192472691,1138033381,250485887,203908294,36056399,82633992,1055399388,1,1138033381,76734945
210438,University of Western States,3335789,9966038,0,23548569,13417773,7992926,9672007,458789,407165,51624,10130796,19421028,18361789,0,1059239,9071557,0,10130796,899468
154493,Upper Iowa University,10134431,95879523,0,133511886,78508251,67624744,37919177,17084458,9678114,7406344,55003635,53266603,61283720,689976,-7327141,62330776,0,55003635,477364
440004,Upper Valley Educators Institute,,,,,,,,,,,,,,,,,,,73663
