UnitID,Institution Name,Long-term investments (F1112_F2_RV),Property  Plant  and Equipment  net of accumulated depreciation (F1112_F2_RV),Intangible Assets  net of accumulated amortization (F1112_F2_RV),Total assets (F1112_F2_RV),Total liabilities (F1112_F2_RV),Debt related to Property  Plant  and Equipment (F1112_F2_RV),Total unrestricted net assets (F1112_F2_RV),Total restricted net assets (F1112_F2_RV),Permanently restricted net assets included in total restricted net assets (F1112_F2_RV),Temporarily restricted net assets (F1112_F2_RV),Total net assets (F1112_F2_RV),Total revenues and investment return (F1112_F2_RV),Total expenses (F1112_F2_RV),Other specific changes in net assets (F1112_F2_RV),Total change in net assets (F1112_F2_RV),Net assets  beginning of the year (F1112_F2_RV),Adjustments to beginning of year net assets (F1112_F2_RV),Net assets  end of the year (F1112_F2_RV),Investment return - Total (F1112_F2_RV)
399911,Soka University of America,1049534000,329211000,0,1389184000,4211000,0,424173000,960800000,799562000,161238000,1384973000,16724000,47057000,0,-30333000,1415306000,0,1384973000,-2346000
123633,South Baylo University,1405923,6979032,0,12047269,5295227,3932887,6752042,0,0,0,6752042,6650003,5495426,-263287,891290,5860752,0,6752042,20101
366003,South Florida Bible College and Theological Seminary,25025,369704,0,451012,188890,0,203402,58720,0,58720,262122,448768,464834,-74300,-90366,358899,-6411,262122,869
228194,South Texas College of Law,50253489,47651069,0,117680944,25793580,10566674,80204047,11683317,6568517,5114800,91887364,39455630,32720475,0,6735155,85152209,0,91887364,4508406
176336,Southeastern Baptist College,295907,990037,0,843645,262584,0,285047,296014,278850,17164,581061,850104,869627,0,-19523,608061,-7477,581061,30000
199759,Southeastern Baptist Theological Seminary,,,,,,,,,,,,,,,,,,,
102261,Southeastern Bible College,1487618,8993451,0,10935781,2429748,2282210,6833995,1672038,1487618,184420,8506033,2058234,2669073,0,-610839,9116872,0,8506033,-67544
137564,Southeastern University,15761516,50989632,0,85116673,44196089,38427109,24173336,16747248,3311160,13436088,40920584,45172601,44148671,127643,1151573,39769011,0,40920584,568891
221661,Southern Adventist University,26082869,74119784,0,128403011,33065218,20369957,67211348,28126445,19407466,8718979,95337793,74641865,71476326,0,3165539,92172254,0,95337793,-320535
123952,Southern California Institute of Architecture,0,25666729,0,42142841,22872577,18020000,17744059,1526205,861290,664915,19270264,17463406,15330207,-59689,2073510,17196754,0,19270264,23641
117575,Southern California Seminary,0,121076,0,812672,137116,0,300007,375549,0,375549,675556,2467599,2377356,0,90243,585313,0,675556,12321
117672,Southern California University of Health Sciences,4571554,11040054,0,28020869,14971381,5500000,11572567,1476921,0,1476921,13049488,21729754,19572420,0,2157334,10892154,0,13049488,406271
221670,Southern College of Optometry,50370366,15369468,0,86734866,21163687,0,46164718,19406461,7038885,12367576,65571179,22185559,23207256,328973,-692724,66263903,0,65571179,328973
228246,Southern Methodist University,1229386000,710894000,0,2197681000,665341000,467359000,475446000,1056894000,536114000,520780000,1532340000,471782000,434002000,-6844000,30936000,1501404000,0,1532340000,36643000
206862,Southern Nazarene University,40488588,43919735,386114,98121888,33862870,20969411,27452904,36806114,21622348,15183766,64259018,45112445,43688592,0,1423853,62835165,0,64259018,34998
183026,Southern New Hampshire University,50740787,82249980,0,233193929,155857143,121539747,60576490,16760296,11684551,5075745,77336786,136966729,126951600,0,10015129,67321657,0,77336786,-1178961
231086,Southern Vermont College,1718522,12631748,0,16766170,9492458,8849647,5098061,2175651,1356843,818808,7273712,11636080,10964475,0,671605,6602107,0,7273712,-30478
233611,Southern Virginia University,785247,19037197,88136,24002185,7132710,4718831,14230372,2639103,324219,2314884,16869475,13734199,13816182,0,-81983,16951458,0,16869475,42403
217776,Southern Wesleyan University,535939,21411827,0,38439068,13758241,9945000,18763355,5917472,3519796,2397676,24680827,26334988,23733294,0,2601694,22079133,0,24680827,99371
179326,Southwest Baptist University,19652421,39328721,0,70739772,30062157,14707845,24821836,15855779,11518170,4337609,40677615,35940273,36372471,-532905,-965103,41642718,0,40677615,-282639
420246,Southwest College of Naturopathic Medicine & Health Sciences,0,11592499,129861,13669179,9084371,7421609,3588092,996716,41850,954866,4584808,12549699,12436928,17528,130299,4454509,0,4584808,5350
228468,Southwestern Adventist University,9108391,17715028,0,31111779,1622863,0,21697452,7791464,6624886,1166578,29488916,17088544,16802371,0,286173,29202743,0,29488916,673266
228325,Southwestern Assemblies of God University,10685462,39552624,0,56942098,22489485,19920743,28241953,6210660,2888948,3321712,34452613,40520803,28885452,0,11635351,22817262,0,34452613,288302
228486,Southwestern Christian College,48120,3862714,3246225,7157059,497575,0,6353339,306145,48120,258025,6659484,6099409,6119346,39874,19937,6722295,-82748,6659484,-3721
207856,Southwestern Christian University,822758,3773916,0,5808842,1450914,1103034,3390212,967716,929635,38081,4357928,6354573,5718103,0,636470,3721458,0,4357928,35420
155900,Southwestern College,15964432,18813342,263644,43911285,16768687,10424077,3551989,23590609,18238102,5352507,27142598,24163477,24664934,-97982,-599439,27742037,0,27142598,12853
188207,Southwestern College,734984,2121618,0,4984055,1146374,331875,3414480,423201,350000,73201,3837681,2597101,2098189,0,498912,3338769,0,3837681,44551
123970,Southwestern Law School,20548138,34445028,0,98199757,49093071,29086836,35585614,13521072,9987120,3533952,49106686,37913724,37655888,0,257836,48848850,0,49106686,-529372
228343,Southwestern University,217366036,91209859,0,375582445,81380072,25867703,58253628,235948745,78267162,157681583,294202373,46125505,57774877,-13512564,-25161936,319364309,0,294202373,-6273676
157757,Spalding University,18444152,19767093,0,47634945,17861256,12652964,18070914,11702775,7657421,4045354,29773689,31686502,28225542,-702182,2758778,27014911,0,29773689,117729
141060,Spelman College,309138907,160403863,0,508108237,118018440,101562954,106552201,283537596,115217839,168319757,390089797,81715577,87140401,-920323,-6345147,396434944,0,390089797,-2969530
148982,Spertus College,8266853,52656682,0,66169186,52106191,43570000,341084,13721911,12694815,1027096,14062995,7544590,8697330,0,-1152740,15215735,0,14062995,170458
172334,Spring Arbor University,8550835,70175421,0,96134429,49962242,29819521,32946175,13226012,8441529,4784483,46172187,54142212,53876862,0,265350,45906837,0,46172187,-449996
102234,Spring Hill College,34441192,111228391,0,156837975,92153996,83658301,-2802292,67486271,33712279,33773992,64683979,38541450,40570401,-6278862,-8307813,72991792,0,64683979,-4989638
167899,Springfield College,49237633,125734205,0,237033609,94115136,64815724,94562129,48356344,29812798,18543546,142918473,116564042,104071527,0,12492515,130425958,0,142918473,631208
475273,Springfield College-School of Human Services,,,,,,,,,,,,,,,,,,,0
199698,St Andrews University,6234040,3604291,0,11412740,8727156,0,-1876325,4561909,3901706,660203,2685584,18469945,12994081,0,5475864,-3299677,509397,2685584,6990212
195155,St Bernard's School of Theology and Ministry,700381,2611503,0,6356227,204856,0,4503441,1647930,700381,947549,6151371,1400643,1218930,0,181713,5969658,0,6151371,-47713
195164,St Bonaventure University,52809227,67691153,0,149825120,28651989,14474046,60543307,60629824,40669644,19960180,121173131,58633169,53700997,0,4932172,116240959,0,121173131,-1525780
175005,St Catherine University,122071099,76564575,0,223283458,82093062,60643273,76331391,64859005,34824495,30034510,141190396,81231248,85884610,256782,-4396580,145586976,0,141190396,-3136829
195173,St Francis College,65356710,60484016,0,145777420,52682223,38885199,75346052,17749145,7472294,10276851,93095197,42171313,44339023,0,-2167710,95262907,0,93095197,1218459
163976,St John's College,71776461,49038390,0,134673903,32149734,14287745,16203432,86320737,58466093,27854644,102524169,24995620,27399156,-2050378,-4453914,106978083,0,102524169,234090
245652,St John's College,24389227,31610819,0,67512289,15173657,4865854,26883137,25455495,16995470,8460025,52338632,17680155,20903708,-126019,-3349572,55688204,0,52338632,49727
148593,St John's College of Nursing,0,2295520,2184271,4479791,630304,0,2112146,1737341,0,1737341,3849487,3783199,3655384,0,127815,3721672,0,3849487,3745
195809,St John's University-New York,327915262,619800773,114678411,1062394446,629780064,516412714,316601951,116012431,81901601,34110830,432614382,439975816,437121562,0,2854254,429760128,0,432614382,-19705182
195216,St Lawrence University,231024651,157835150,0,436594003,141811902,0,96888999,197893102,113601989,84291113,294782101,100249764,103614213,-10170859,-13535308,308317409,0,294782101,-3442031
179265,St Louis College of Pharmacy,113588921,39478794,0,167392672,46682773,0,108898513,11811386,6336448,5474938,120709899,34634694,33269925,215174,1579943,119129956,0,120709899,988405
154262,St Luke's College,,,,,,,,,,,,,,,,,,,0
228149,St Mary's University,122632623,82570118,0,267349659,43961653,23214482,125545271,97842735,61494283,36348452,223388006,84631165,91434452,0,-6803287,230191293,0,223388006,-5774667
174844,St Olaf College,361277946,220680002,114300,627132199,132226991,82893493,211172705,283732503,153232491,130500012,494905208,106967859,113487271,-4210679,-10730091,505635299,0,494905208,-13512977
195243,St Thomas Aquinas College,34084737,43676308,0,104983336,11330276,7320000,86268301,7384759,858875,6525884,93653060,31893591,28922223,-10,2971358,90681702,0,93653060,-281506
137476,St Thomas University,19839770,46472666,0,76084012,39658268,28933667,23691255,12734489,6278471,6456018,36425744,55923146,56615351,0,-692205,37377971,-260022,36425744,-68167
130448,St Vincent's College,0,204821,7083,16849261,4921330,0,7993420,3934511,1735327,2199184,11927931,8692802,6279325,43939,2457416,9093453,377062,11927931,0
243744,Stanford University,22246700000,3826387000,0,28981774000,5476357000,1989206000,12086359000,11419058000,5386543000,6032515000,23505417000,4867212000,3766310000,-150277000,950625000,22554792000,0,23505417000,1251716000
123916,Starr King School for Ministry,6300788,348099,0,7357193,96160,0,-133466,7394499,5096710,2297789,7261033,1696190,2295303,0,-599113,7860146,0,7261033,-112667
179548,Stephens College,28528343,19637405,93468,55215105,9353195,0,9956391,35905519,26614932,9290587,45861910,17674720,19802373,-11313,-2138966,48000876,0,45861910,-1368174
155937,Sterling College,8558895,9836273,63726,22257112,9045095,5069006,-1067902,14279919,13564008,715911,13212017,11711374,13076122,187818,-1176930,14388948,-1,13212017,300805
231095,Sterling College,859872,2012051,0,3275380,805129,528509,1581518,888733,589589,299144,2470251,5374750,5055384,0,319366,2150883,2,2470251,2718
137546,Stetson University,139789282,133873666,0,339060080,88725310,56077494,118774454,131560316,101378194,30182122,250334770,115272026,110002095,-1696904,3573027,246761743,0,250334770,2618099
186867,Stevens Institute of Technology,133327453,127903609,0,307906023,130570130,77988160,22779457,154556436,109915051,44641385,177335893,182208878,177167761,-2357243,2683874,174652019,0,177335893,1265291
230630,Stevens-Henager College of Business-Provo,,,,,,,,,,,,,,,,,,,
460899,Stevens-Henager College-Boise,,,,,,,,,,,,,,,,,,,
446677,Stevens-Henager College-Logan,,,,,,,,,,,,,,,,,,,
438151,Stevens-Henager College-Murray,,,,,,,,,,,,,,,,,,,
230621,Stevens-Henager College-Ogden,,,,,,,,,,,,,,,,,,,
477950,Stevens-Henager College-St George,,,,,,,,,,,,,,,,,,,
164173,Stevenson University,56310622,179853232,0,244525006,161744278,141555496,71584568,11196160,5619873,5576287,82780728,81177334,81957689,0,-780355,83561083,0,82780728,455597
102270,Stillman College,18816390,38856337,0,67134397,45104129,37857014,4182341,17847927,17847927,0,22030268,20277209,19550806,0,726403,21303865,0,22030268,182404
167996,Stonehill College,157473817,139015475,0,322559453,117697502,90185146,164290497,40571454,25142966,15428488,204861951,80331422,87821629,0,-7490207,212352158,0,204861951,-8065988
168005,Suffolk University,129969174,315950121,0,624270970,395925017,357403508,196291388,32054565,29077242,2977323,228345953,239060094,227499126,0,11560968,216784985,0,228345953,1833755
447953,SUM Bible College and Theological Seminary,81500,2923400,8100,3969500,807400,705600,3080600,81500,0,81500,3162100,3230000,3177100,-600,52300,3109700,100,3162100,122200
216278,Susquehanna University,108893990,145112449,3126623,311575156,81254828,67564367,129361988,100958340,72777603,28180737,230320328,74972942,71242859,0,3730083,226590245,0,230320328,-978638
216287,Swarthmore College,1578755000,239966000,86967000,1905688000,278433000,212864000,638391000,988864000,186680000,802184000,1627255000,109330000,124327000,0,-14997000,1642252000,0,1627255000,31405000
233718,Sweet Briar College,93902981,54295113,0,158465849,31503231,27898755,32357807,94604811,60659519,33945292,126962618,27320019,37113537,0,-9793518,136756136,0,126962618,-969710
196413,Syracuse University,1018535758,913996635,0,2277339508,749288191,396854643,993116641,534934676,371038716,163895960,1528051317,730857462,810091405,6113013,-73120930,1601172247,0,1528051317,-56508252
155973,Tabor College,5984979,16652636,0,27360427,6212268,4324071,15438009,5710150,3735867,1974283,21148159,14622754,13229125,0,1393629,19754530,0,21148159,314384
102298,Talladega College,44921689,12806949,224000,59956267,12448396,10155319,44368316,3139555,3139555,0,47507871,15139161,13421225,0,1717936,45789935,0,47507871,67016
137777,Talmudic College of Florida,9927634,8699176,528305,12745061,9488864,2187692,2855346,400851,400851,0,3256197,3526494,2821840,-310370,394284,2890368,-28455,3256197,282950
186900,Talmudical Academy-New Jersey,139536,492125,0,1379370,104776,33343,1274594,0,0,0,1274594,739351,773786,68870,34435,1309029,-68870,1274594,0
196440,Talmudical Institute of Upstate New York,1000,97341,0,1201899,332209,0,854690,15000,0,15000,869690,1645472,1624041,0,21431,848276,-17,869690,9
451404,Talmudical Seminary of Bobov,0,458995,0,2050713,429749,0,1620964,0,0,0,1620964,2270409,1913710,0,356699,1264264,1,1620964,0
196431,Talmudical Seminary Oholei Torah,0,1014837,0,3007788,83049,0,2924739,0,0,0,2924739,4751089,4744050,0,7039,2917700,0,2924739,2305
216311,Talmudical Yeshiva of Philadelphia,11028502,4899391,0,17862050,3308204,0,13787312,766534,766534,0,14553846,4708246,3759916,7127,955457,13598389,0,14553846,797766
152530,Taylor University,70885000,91700000,0,215663000,46711000,0,90477000,78475000,54766000,23709000,168952000,64351575,60868759,467454,3950270,165290589,-288859,168952000,-1847980
196468,Teachers College at Columbia University,209627625,119713253,0,432031506,207658731,0,66151152,158221623,80624389,77597234,224372775,189054326,176339372,-12418238,296716,224076059,0,224372775,6818183
149329,Telshe Yeshiva-Chicago,999569,9589257,0,12359757,3720050,1904104,8639707,0,0,0,8639707,4454950,3748941,0,706009,7933698,0,8639707,6146
221856,Tennessee Temple University,685179,10318914,0,17057083,6875834,2108388,9146437,1034812,504501,530311,10181249,7481637,7255864,0,225773,9955476,0,10181249,17832
221731,Tennessee Wesleyan College,9544601,16005471,68150,29188804,17351690,13017967,1655143,10181971,9371970,810001,11837114,15380448,14440401,-675278,264769,11572345,0,11837114,56008
228866,Texas Chiropractic College Foundation Inc,7117068,10206065,0,17323133,3439940,2114195,12964243,918950,302369,616581,13883193,9589601,11093633,0,-1504032,15387225,0,13883193,675368
228875,Texas Christian University,1258471000,675351000,0,2085936000,616578000,394312000,955004000,514354000,321866000,192488000,1469358000,285569000,336876000,-38834000,-90141000,1559499000,0,1469358000,-45794000
228884,Texas College,1718210,9732186,0,13730946,2308798,510560,9680467,1741681,1718210,23471,11422148,12993121,11829500,109743,1273364,10148784,0,11422148,109743
228981,Texas Lutheran University,85402268,47189643,0,143212093,39113051,29092423,45644349,58454693,49863499,8591194,104099042,26456910,32850708,0,-6393798,110492840,0,104099042,-1891734
229160,Texas Wesleyan University,27561039,61057631,0,92115311,31175848,0,27144042,33795421,26274725,7520696,60939463,52848063,61567839,0,-8719776,69659239,0,60939463,-1394776
132408,The Baptist College of Florida,3987245,11093504,0,26501293,425146,264648,18465844,7610303,5587902,2022401,26076147,8163987,6523613,0,1640374,24435773,0,26076147,236478
164933,The Boston Conservatory,9170386,39398360,1610312,77818593,54459007,49750348,18339227,5020359,366180,4654179,23359586,24667442,26641386,2630401,656457,25333530,-2630401,23359586,323834
143978,The Chicago School of Professional Psychology at Chicago,0,26527207,0,54727973,27622066,0,25635176,1470731,1261987,208744,27105907,97025947,90027210,0,6998737,18732825,1374345,27105907,-237240
455433,The Chicago School of Professional Psychology at Irvine,,,,,,,,,,,,,,,,,,,
455664,The Chicago School of Professional Psychology at Los Angeles,,,,,,,,,,,,,,,,,,,
459745,The Chicago School of Professional Psychology at Washington DC,,,,,,,,,,,,,,,,,,,
455682,The Chicago School of Professional Psychology at Westwood,,,,,,,,,,,,,,,,,,,
201821,The Christ College of Nursing and Health Sciences,,,,,,,,,,,,,,,,,,,39565
142294,The College of Idaho,87506589,47869643,0,142997415,29774672,0,65223971,47998772,41640358,6358414,113222743,17225249,25121099,0,-7895850,121118593,0,113222743,-2105666
193645,The College of New Rochelle,21177499,62689916,0,115210359,84747158,58539167,20467497,9995704,4717308,5278396,30463201,60819566,61740857,-2375879,-3297170,33760371,0,30463201,386437
195234,The College of Saint Rose,49531254,136769378,0,211277966,89392521,60666685,101992286,19893159,11129315,8763844,121885445,90035828,94807185,0,-4771357,126656802,0,121885445,-602656
174899,The College of Saint Scholastica,49129705,74309552,294481,144482949,67078341,48910000,54051350,23353258,16673333,6679925,77404608,70904159,69044130,-48415,1811614,75592994,0,77404608,-1383854
206589,The College of Wooster,258078216,146955347,0,442604447,59454602,30077020,244817674,138332171,110738508,27593663,383149845,62312533,82203292,-1286060,-21176819,404326664,0,383149845,-7169947
456542,The Commonwealth Medical College,710025,90343251,0,111519514,59695231,46121150,48670994,3153289,710000,2443289,51824283,28467654,32615131,-4610731,-8758208,60582491,0,51824283,16169
191320,The General Theological Seminary,19399231,32181214,0,84837588,14402335,0,49064730,21370523,19271935,2098588,70435253,33494059,15484859,0,18009200,52426053,0,70435253,-124241
146241,The John Marshall Law School,14842000,50951769,0,110130405,30440672,0,67888973,11800760,6108943,5691817,79689733,55230824,50683026,0,4547798,75141935,0,79689733,3400277
192110,The Juilliard School,814646675,187692390,0,1047059117,270491191,194995000,169711036,606856890,275935717,330921173,776567926,58948492,85106307,-34238951,-60396766,836964692,0,776567926,-5079435
454184,The King’s College,555630,1124785,0,22942747,17133727,0,-2846732,8655752,749487,7906265,5809020,20740751,18675921,0,2064830,3744190,0,5809020,17702
117751,The Master's College and Seminary,18704521,37756060,974733,77549006,38811743,30443041,19428910,19308353,15447750,3860603,38737263,33832557,32218463,0,1614094,37123169,0,38737263,211558
167057,The New England Conservatory of Music,105575809,36964803,0,161739606,29380982,21403458,35056552,97302072,65958618,31343454,132358624,35293168,36608535,0,-1315367,133673991,0,132358624,-2393865
193654,The New School,322142000,379335000,0,961230000,533141000,438084000,233051000,195038000,78342000,116696000,428089000,306747000,310363000,0,-3616000,431705000,0,428089000,-4553000
448804,The Robert B Miller College,0,5748,450000,1276516,3767914,0,-5582504,3091106,6342,3084764,-2491398,2589750,2790369,0,-200619,-2290779,0,-2491398,439
195128,The Sage Colleges,25926180,49097220,0,93918265,36999052,17299296,20384722,36534491,15034548,21499943,56919213,55782103,47046208,0,8735895,48183318,0,56919213,-96369
441131,The Seattle School of Theology & Psychology,275000,413693,0,1899492,1085437,187378,739102,74953,0,74953,814055,4765341,4765674,0,-333,814388,0,814055,1731
202763,The University of Findlay,44101981,105686360,0,158105023,54202410,32637632,71802732,32099881,21415972,10683909,103902613,80199165,76351193,0,3847972,100054641,0,103902613,-576970
137847,The University of Tampa,58731922,276189319,2758995,401525804,159466062,0,202633694,39426048,19895492,19530556,242059742,155832311,126988490,0,28843821,213215921,0,242059742,-1952676
215105,The University of the Arts,42999471,86356211,0,148422153,77914818,52062380,22386694,48120641,38857889,9262752,70507335,70399591,75405239,0,-5005648,75512983,0,70507335,-671671
126012,The Wright Institute,3748157,2645160,0,9780369,953287,0,7684837,1142245,842108,300137,8827082,8410572,7999323,0,411249,8415833,0,8827082,37620
216357,Thiel College,22793670,28888401,0,65968944,30064764,20106787,7107952,28796228,21483983,7312245,35904180,27423369,27213602,-1225098,-1015331,36919511,0,35904180,45518
124292,Thomas Aquinas College,12952521,49742206,0,72229203,10344496,8471318,46991214,14893493,10570014,4323479,61884707,16703016,18135853,0,-1432837,63317544,0,61884707,775641
161563,Thomas College,7803533,26731036,0,51067153,14327258,0,26612523,10127372,7354863,2772509,36739895,16617210,14933081,0,1684129,35055766,0,36739895,310226
126049,Thomas Jefferson School of Law,14768850,123208982,3008405,157513312,139004584,124462184,18176676,332052,0,332052,18508728,44336177,43539559,0,796618,17712110,0,18508728,91046
216366,Thomas Jefferson University,439192377,305257120,0,1128903134,602816601,0,270938403,255148130,140943110,114205020,526086533,713200790,751947139,0,-38746349,564832884,-2,526086533,-23128333
172477,Thomas M Cooley Law School,19365766,155932293,1004522,268074361,149505090,78495000,115153084,3416187,727692,2688495,118569271,89410243,81844335,0,7565908,111003363,0,118569271,-3533537
157809,Thomas More College,12525471,19151879,0,38665353,13732505,8795096,10027459,14905389,12170342,2735047,24932848,24009929,24049589,2273,-37387,25951596,-981361,24932848,784268
183275,Thomas More College of Liberal Arts,39051,4044844,0,4673862,2730482,0,1298228,645152,311807,333345,1943380,4423096,2819027,0,1604069,339311,0,1943380,37114
141167,Thomas University,4212854,7788962,0,17453927,4342864,0,7890369,5220694,1304058,3916636,13111063,12665962,12010959,0,655003,12456060,0,13111063,-269950
103778,Thunderbird School of Global Management,27248354,38182643,0,88546642,46274142,0,14572497,27700003,14733362,12966641,42272500,75428983,81068320,0,-5639337,47911836,1,42272500,-220470
206048,Tiffin University,6421565,56799815,0,75660337,42800599,34402771,23116512,9743226,4237150,5506076,32859738,46583171,38098784,-375,8484012,24375726,0,32859738,96696
141185,Toccoa Falls College,3374762,16852764,0,22912103,10053135,8298664,8597803,4261165,2839943,1421222,12858968,18403963,18557100,0,-153137,13012105,0,12858968,99132
196583,Torah Temimah Talmudical Seminary,0,4987389,0,6233673,350150,0,5883523,0,0,0,5883523,2955838,2945585,0,10253,5897712,-24442,5883523,0
176406,Tougaloo College,6769099,48894109,0,80801762,33586041,0,32897818,14317903,9862147,4455756,47215721,25806599,25164572,393594,1035621,46180100,0,47215721,133023
196592,Touro College,1831000,273366000,0,256038000,181746000,6758000,67548000,6744000,1901000,4843000,74292000,205971000,218399000,0,-12428000,88523000,-1803000,74292000,143000
459736,Touro University California,15843000,23402000,1180000,161846000,32123000,21128000,129659000,64000,0,64000,129723000,54058000,48956000,0,5102000,124621000,0,129723000,1117000
459824,Touro University Nevada,39848000,38390000,1053000,79291000,46033000,33347000,33071000,187000,0,187000,33258000,40513000,31136000,0,9377000,23881000,0,33258000,14000
459727,Touro University Worldwide,0,131679,0,904580,10400373,18940,-9495793,0,0,0,-9495793,1368314,3729975,4702,-2356959,144474,-7283308,-9495793,0
157818,Transylvania University,133697039,70060563,0,217425258,30328100,23005000,48933278,138163880,65063719,73100161,187097158,35912547,36680650,0,-768103,187865261,0,187097158,6902202
221892,Trevecca Nazarene University,26621070,50298060,0,93016522,33073834,22350985,38717708,21224980,13131126,8093854,59942688,40199967,37611244,0,2588723,57353965,0,59942688,1202532
206154,Tri-State Bible College,130930,113457,0,244387,61042,0,183345,0,0,0,183345,430441,388053,0,42388,140957,0,183345,0
152567,Trine University,21275189,67735974,0,106840015,41888719,32252579,29235159,35716137,15417499,20298638,64951296,46393128,38159289,-902744,7331095,57620201,0,64951296,385505
414878,Trine University-Regional/Non-Traditional Campuses,,,,,,,,,,,,,,,,,,,
137953,Trinity Baptist College,82269,2713578,0,3124577,1139767,0,1911673,73137,56925,16212,1984810,2423421,2389293,0,34128,1950682,0,1984810,3411
200484,Trinity Bible College,811514,5277066,0,7748645,6464445,4314744,-34352,1318552,410857,907695,1284200,5838459,6006147,0,-167688,1451888,0,1284200,-28896
149505,Trinity Christian College,6376997,61744403,0,82052621,30597144,26008382,37306432,14149045,6549274,7599771,51455477,31645055,30754810,0,890245,50565232,0,51455477,-2722776
130590,Trinity College,438624108,250128582,0,776387277,206116459,145104102,87588695,482682123,270907408,211774715,570270818,130310305,130841366,0,-531061,570801879,0,570270818,2012377
137962,Trinity College of Florida,0,4353944,0,6554172,402334,0,3482209,2669629,606874,2062755,6151838,2832298,3001564,0,-169266,6321104,0,6151838,23635
146755,Trinity College of Nursing & Health Sciences,,,,,,,,,,,,,,,,,,,0
216463,Trinity Episcopal School for Ministry,16326155,5435609,2000,23054282,320818,0,5526843,17206621,15166255,2040366,22733464,2660812,4039364,0,-1378552,24112016,0,22733464,105522
135610,Trinity International University-Florida,322690,342847,0,1770958,1883683,0,-375139,262414,190516,71898,-112725,3649166,3655272,0,-6106,-106619,0,-112725,11297
149514,Trinity International University-Illinois,49649884,41998505,0,103441748,32154439,23006622,31805926,39481383,27189975,12291408,71287309,58700922,34578813,0,24122109,47165200,0,71287309,-575298
123448,Trinity Law School,143772,1178070,0,2011042,3158029,0,-1290758,143771,113000,30771,-1146987,4366276,4212700,0,153576,-1300563,0,-1146987,3121
235769,Trinity Lutheran College,3559879,13095469,0,17258429,3918526,0,9214015,4125888,3611773,514115,13339903,3626284,4652065,0,-1025781,14365684,0,13339903,8765
206215,Trinity Lutheran Seminary,26372290,7361899,0,34958218,286012,0,3760922,30911284,27395364,3515920,34672206,5479239,5638068,0,-158829,34831035,0,34672206,348159
229267,Trinity University,854352654,178824306,0,1200388142,60002213,32035000,480008147,660377782,548181727,112196055,1140385929,71761494,112564920,0,-40803426,1181189355,0,1140385929,-11353717
131876,Trinity Washington University,40462098,20490758,0,72960840,24272886,16866573,25058522,23629432,18499280,5130152,48687954,35873725,29361365,0,6512360,42175594,0,48687954,-520266
196653,Trocaire College,8888911,8648294,0,25934000,5012460,3575665,18333942,2587598,381340,2206258,20921540,18898506,16736469,0,2162037,18759503,0,20921540,-137917
141237,Truett-McConnell College,5237656,23041396,0,33248719,14343716,9851374,13321952,5583051,4373849,1209202,18905003,11084105,11449205,-680254,-1045354,19950357,0,18905003,256128
168148,Tufts University,1917593158,773584750,0,2901415621,952587074,646805298,1019939799,928888748,524881924,404006824,1948828547,670835600,728647518,-42798028,-100609946,2049438493,0,1948828547,-3797592
160755,Tulane University of Louisiana,969122000,736072000,0,1924783000,713290000,0,209506000,1001987000,520729000,481258000,1211493000,735652000,795531000,0,-59879000,1271372000,0,1211493000,-30510000
200527,Turtle Mountain Community College,2839175,24825959,0,36865845,3532562,1650349,31634010,1699273,1699273,0,33333283,17141895,14812479,0,2329416,31003867,0,33333283,24446
221953,Tusculum College,17306412,55124387,0,80696699,22789458,19104714,39128467,18778774,14709524,4069250,57907241,31686165,30104749,2229798,3811214,54096027,0,57907241,422889
102377,Tuskegee University,131598836,194487806,0,357722087,135307649,106099348,107305259,115109179,78579122,36530057,222414438,141005789,139450793,0,1554996,226555131,-5695689,222414438,-2586489
246789,Unification Theological Seminary,500000,7381866,0,9285743,323372,149188,7462371,1500000,1500000,0,8962371,4130038,2648297,0,1481741,7480630,0,8962371,-85254
157863,Union College,22957296,24940093,0,75835926,38136961,34648180,6958301,30740664,11282512,19458152,37698965,21075344,18654721,0,2420623,35278342,0,37698965,602573
181738,Union College,5202755,19907344,0,41750129,6016004,162671,24167674,11566451,1987870,9578581,35734125,27918190,26121220,0,1796970,33937155,0,35734125,103962
196866,Union College,319523449,145726929,0,543302893,107693939,74056190,180671277,254937677,145244223,109693454,435608954,110062358,114448723,-1902175,-6288540,441897494,0,435608954,5683386
446932,Union Graduate College,1127406,7384407,244259,15919085,6939216,5335000,7326117,1653752,643111,1010641,8979869,7094358,6903158,117606,308806,8671063,0,8979869,22884
206279,Union Institute & University,3484720,1244796,1313155,13871160,7416154,0,5187113,1267893,741168,526725,6455006,25837458,26923641,0,-1086183,7541189,0,6455006,80929
233842,Union Presbyterian Seminary,128568731,22046373,0,156502537,7189780,1800000,36343044,112969713,68583968,44385745,149312757,7873234,15784990,3000,-7908756,157221513,0,149312757,-2463148
196884,Union Theological Seminary in the City of New York,87558339,17199041,0,111955202,16091727,0,43350064,52513411,44817203,7696208,95863475,15092812,16855635,-2362113,-4124936,99988411,0,95863475,4373859
221971,Union University,33863299,129869107,0,176699569,67107949,57031811,53295635,56295985,31680367,24615618,109591620,67328864,65750565,0,1578299,108013321,0,109591620,-1968499
102395,United States Sports Academy,10828087,4868230,2205839,17902156,390037,0,16992520,519599,0,519599,17512119,6889321,5629234,84356,1344443,16167676,0,17512119,351604
