unitid,institution name,year,HD2013.Longitude location of institution,HD2013.Latitude location of institution,F1213_F2.Private gifts - Total,DRVF2013.Tuition and fees as a percent of core revenues (FASB),DRVF2013.Endowment assets (year end) per FTE enrollment (FASB)
153241,Divine Word College,2013,-90.934917,42.441572,3748031,19,225060
153250,Dordt College,2013,-96.166319,43.08396,4497376,68,20267
153269,Drake University,2013,-93.654062,41.60381,10247401,62,36792
153278,University of Dubuque,2013,-90.693568,42.498027,16842409,54,40904
153302,Emmaus Bible College,2013,-90.705921,42.509041,1390848,55,5025
153320,Faith Baptist Bible College and Theological Seminary,2013,-93.624208,41.736338,766493,46,13885
153366,Graceland University-Lamoni,2013,-93.924893,40.615966,9778530,49,26227
153375,Grand View University,2013,-93.605016,41.620909,4890468,76,9039
153384,Grinnell College,2013,-92.721246,41.747048,6622000,10,950232
153621,Iowa Wesleyan College,2013,-91.552588,40.973689,2021851,67,23402
153825,Loras College,2013,-90.680232,42.504131,5632418,58,15625
153834,Luther College,2013,-91.803971,43.313584,10936436,58,48610
153861,Maharishi University of Management,2013,-91.967306,41.017781,3348000,68,8751
153977,Mercy College of Health Sciences,2013,-93.626251,41.59432,199060,88,4195
154004,Morningside College,2013,-96.360738,42.47324,6791855,54,24937
154013,Mount Mercy University,2013,-91.650991,42.001931,4469091,73,16789
154101,Northwestern College,2013,-96.058382,42.998955,4029050,51,35950
154156,Des Moines University-Osteopathic Medical Center,2013,-93.661686,41.583325,515482,85,66509
154174,Palmer College of Chiropractic-Davenport,2013,-90.574607,41.529021,3676984,83,5254
154235,Saint Ambrose University,2013,-90.58098,41.540081,5280538,66,37468
154262,St Luke's College,2013,-96.404922,42.517806,218687,76,8750
154350,Simpson College,2013,-93.563471,41.365503,5605527,57,40815
154493,Upper Iowa University,2013,-91.799663,42.840293,728720,95,1934
154527,Wartburg College,2013,-92.480933,42.727629,9515966,55,29408
154536,Wartburg Theological Seminary,2013,-90.691098,42.485197,2799673,14,139444
154590,William Penn University,2013,-92.648348,41.308868,7900827,61,4240
154688,Baker University,2013,-95.188231,38.777278,4832339,77,12531
154712,Benedictine College,2013,-95.111424,39.572953,4092705,74,8865
154721,Bethany College,2013,-97.673173,38.5786,1549317,49,42514
154749,Bethel College-North Newton,2013,-97.342572,38.07525,3599263,49,34551
154837,Central Baptist Theological Seminary,2013,-94.838449,39.009412,2002278,34,
154855,Central Christian College of Kansas,2013,-97.667373,38.357964,1398241,78,8289
155007,Donnelly College,2013,-94.65103,39.112227,1240812,40,22002
155070,Barclay College,2013,-99.104027,37.620691,1933710,46,3785
155089,Friends University,2013,-97.366666,37.678495,2818000,76,22079
155335,Newman University,2013,-97.378803,37.672306,2898484,74,10298
155414,Kansas Wesleyan University,2013,-97.609476,38.813923,1392685,57,34444
155496,Manhattan Christian College,2013,-96.579018,39.185764,1149903,62,8136
155511,McPherson College,2013,-97.6443,38.371464,2462154,42,54442
155520,MidAmerica Nazarene University,2013,-94.782586,38.872608,3301167,73,3655
155627,Ottawa University-Ottawa,2013,-95.263776,38.602899,3821750,83,5926
155636,Ottawa University-Kansas City,2013,-94.68937,38.930925,,83,2018
155812,University of Saint Mary,2013,-94.906935,39.277308,1784842,79,11456
155900,Southwestern College,2013,-96.9783,37.2493,3559040,69,14161
155937,Sterling College,2013,-98.209966,38.219783,2223489,58,26174
155973,Tabor College,2013,-97.20096,38.348606,4964339,51,10922
156189,Alice Lloyd College,2013,-82.875068,37.335087,4890852,31,55979
156213,Asbury University,2013,-84.662606,37.862029,6943616,67,23245
156222,Asbury Theological Seminary,2013,-84.661862,37.863704,5877393,31,126158
156286,Bellarmine University,2013,-85.7049,38.219138,8661892,77,13239
156295,Berea College,2013,-84.289332,37.573334,22109454,2,623784
156356,Brescia University,2013,-87.111533,37.768989,916209,70,16159
156365,Campbellsville University,2013,-85.348943,37.343342,2617280,81,4092
156408,Centre College,2013,-84.779175,37.645102,18337134,28,171292
156417,Clear Creek Baptist Bible College,2013,-83.727702,36.725236,1666161,11,118745
156541,University of the Cumberlands,2013,-84.162375,36.736489,8847265,67,19906
156727,Frontier Nursing University,2013,-83.376447,37.16363,760218,91,4235
156745,Georgetown College,2013,-84.554583,38.207934,4269115,62,30992
157030,Kentucky Mountain Bible College,2013,-83.43771,37.604308,600983,37,31057
157076,Kentucky Wesleyan College,2013,-87.121984,37.744667,1603047,30,47948
157100,Kentucky Christian University,2013,-82.946883,38.339002,1148820,34,9542
157207,Lexington Theological Seminary,2013,-84.509311,38.037059,906879,2,746664
157216,Lindsey Wilson College,2013,-85.299909,37.101853,3107935,77,6512
157298,Louisville Presbyterian Theological Seminary,2013,-85.685726,38.236941,1838507,1,449543
157359,Mid-Continent University,2013,-88.648361,36.815418,0,98,
157377,Midway College,2013,-84.679335,38.144432,916525,78,19224
157535,University of Pikeville,2013,-82.520265,37.478835,3127383,77,11474
157632,Saint Catharine College,2013,-85.261372,37.708833,1427047,81,539
157757,Spalding University,2013,-85.75905,38.241815,5469025,81,6601
157809,Thomas More College,2013,-84.568923,39.022963,1600977,84,11307
157818,Transylvania University,2013,-84.493883,38.053236,5625738,34,115910
157863,Union College,2013,-83.887982,36.869066,1455544,66,19422
158477,Centenary College of Louisiana,2013,-93.731518,32.483004,5409546,30,163053
158802,Dillard University,2013,-90.065348,29.996468,2607390,33,44901
159568,Louisiana College,2013,-92.425567,31.322286,3081050,51,23979
159656,Loyola University New Orleans,2013,-90.120417,29.936141,4563612,54,59950
160029,Notre Dame Seminary Graduate School of Theology,2013,-90.114185,29.958077,267618,50,49387
160065,Our Lady of Holy Cross College,2013,-89.997055,29.912539,448925,65,31309
160074,Our Lady of the Lake College,2013,-91.110451,30.40019,1172580,63,6665
160409,Saint Joseph Seminary College,2013,-90.113621,30.526778,172166,20,27760
160755,Tulane University of Louisiana,2013,-90.120409,29.939696,53760000,43,81125
160904,Xavier University of Louisiana,2013,-90.107307,29.964162,8944313,45,46059
160959,College of the Atlantic,2013,-68.228849,44.399584,2477885,53,116238
160977,Bates College,2013,-70.203333,44.105299,10784497,62,133908
161004,Bowdoin College,2013,-69.965165,43.906969,39123000,22,574151
161086,Colby College,2013,-69.66337,44.564211,19121000,39,332477
161165,Husson University,2013,-68.791323,44.828888,2751840,86,3673
161457,University of New England,2013,-70.385882,43.458172,3980393,84,5499
161509,Maine College of Art,2013,-70.26195,43.653672,709020,73,12687
161518,Saint Joseph's College of Maine,2013,-70.483486,43.82651,721373,80,8124
161563,Thomas College,2013,-69.662923,44.524046,3194110,65,9500
161572,Unity College,2013,-69.332276,44.603165,576122,80,25610
162061,Capitol College,2013,-76.851413,39.047047,310257,80,5105
162210,Washington Adventist University,2013,-77.00131,38.987206,1052120,45,6403
162654,Goucher College,2013,-76.594843,39.410175,9082000,49,103891
162760,Hood College,2013,-77.419282,39.421908,6383799,62,39225
162928,Johns Hopkins University,2013,-76.620799,39.32838,275682000,12,138661
163046,Loyola University Maryland,2013,-76.623417,39.346044,9189493,72,33559
163295,Maryland Institute College of Art,2013,-76.621033,39.308792,5404014,73,32802
163462,Mount St Mary's University,2013,-77.35222,39.680632,8188963,75,19251
163532,Ner Israel Rabbinical College,2013,-76.751799,39.387771,4013661,6,82747
163578,Notre Dame of Maryland University,2013,-76.619701,39.351307,1155080,72,17107
163921,Sojourner-Douglass College,2013,-76.598191,39.296333,0,65,
163976,St John's College,2013,-76.491397,38.981513,6207745,39,142620
164085,Maryland University of Integrative Health,2013,-76.888025,39.165872,294851,128,1150
164173,Stevenson University,2013,-76.701247,39.421264,1167620,73,16880
164216,Washington College,2013,-76.06878,39.217329,8398467,47,109212
164270,McDaniel College,2013,-77.001662,39.584879,7308000,61,39288
164368,Hult International Business School,2013,-71.070721,42.36988,0,100,
164447,American International College,2013,-72.558507,42.112708,1325249,88,2819
164465,Amherst College,2013,-72.518493,42.372459,41404963,13,930009
164474,Andover Newton Theological School,2013,-71.189586,42.324729,2123856,35,108387
164492,Anna Maria College,2013,-71.918961,42.33055,366828,94,2744
164562,Assumption College,2013,-71.828387,42.295435,1020125,77,33993
164580,Babson College,2013,-71.269479,42.296529,10388364,67,85300
164614,Boston Baptist College,2013,-71.1103,42.254037,497192,71,
164632,Bay Path College,2013,-72.583974,42.055364,2112742,81,16957
164720,Becker College,2013,-71.811895,42.26918,589944,93,2496
164739,Bentley University,2013,-71.220148,42.388798,5847000,73,43423
164748,Berklee College of Music,2013,-71.08703,42.346895,10068331,72,61497
164872,Boston Architectural College,2013,-71.085851,42.34867,315630,87,18293
164915,Boston Graduate School of Psychoanalysis Inc,2013,-71.133025,42.339481,45809,83,
164924,Boston College,2013,-71.171488,42.337688,74273116,47,137445
164933,The Boston Conservatory,2013,-71.090502,42.346933,2768480,82,27416
164988,Boston University,2013,-71.09984,42.349581,92656000,52,43924
165015,Brandeis University,2013,-71.254716,42.364947,33459336,37,109992
165167,Cambridge College,2013,-71.11084,42.369193,422090,88,4666
165264,Laboure College,2013,-71.058198,42.261416,1229248,85,4415
165334,Clark University,2013,-71.823537,42.251064,7841000,44,96250
165495,Conway School of Landscape Design,2013,-72.686919,42.506313,112260,68,
165529,Curry College,2013,-71.114007,42.240616,1180761,80,29310
165574,Dean College,2013,-71.399003,42.08497,3103481,70,28194
165644,Eastern Nazarene College,2013,-71.011238,42.271214,2414369,74,10706
165662,Emerson College,2013,-71.074037,42.35532,3706374,83,27474
165671,Emmanuel College,2013,-71.103038,42.341191,3931637,73,31821
165699,Endicott College,2013,-70.840729,42.554177,3659518,84,13758
165705,Episcopal Divinity School,2013,-71.125518,42.376558,714150,5,1072032
165802,Fisher College,2013,-71.074125,42.355253,159682,88,
165884,Benjamin Franklin Institute of Technology,2013,-71.070231,42.346023,1230863,76,6775
165936,Gordon College,2013,-70.819133,42.588173,5103377,77,20675
165945,Gordon-Conwell Theological Seminary,2013,-70.846387,42.613475,8218074,46,41788
166018,Hampshire College,2013,-72.532401,42.324772,6342157,73,27750
166027,Harvard University,2013,-71.118177,42.374429,681255000,10,1392761
166045,Hebrew College,2013,-71.190525,42.3264,1226738,44,15928
166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,2013,-71.129418,42.317018,3195355,25,119055
166124,College of the Holy Cross,2013,-71.808627,42.238942,24872330,44,203172
166391,Lasell College,2013,-71.243738,42.342712,1368415,80,17222
166452,Lesley University,2013,-71.115601,42.378429,12170198,70,39431
166601,Marian Court College,2013,-70.8919,42.469685,147345,91,
166656,MCPHS University,2013,-71.100964,42.337036,2082109,82,55811
166683,Massachusetts Institute of Technology,2013,-71.092115,42.360095,325018000,8,980404
166717,Massachusetts School of Professional Psychology,2013,-71.203361,42.295007,667314,93,1092
166850,Merrimack College,2013,-71.124216,42.668352,2280046,82,14432
166869,MGH Institute of Health Professions,2013,-71.056518,42.373635,1275000,82,20174
166911,Montserrat College of Art,2013,-70.876419,42.550416,1032407,85,1612
166939,Mount Holyoke College,2013,-72.573625,42.257588,29147897,30,248174
166948,Mount Ida College,2013,-71.194658,42.293205,602456,88,9579
166984,School of the Museum of Fine Arts-Boston,2013,-71.096941,42.338958,2137686,82,35452
167057,The New England Conservatory of Music,2013,-71.086321,42.340998,14640811,48,143201
167093,New England College of Optometry,2013,-71.086521,42.351656,445448,81,25866
167181,New England School of Acupuncture,2013,-71.19491,42.363713,29436,83,
167215,New England School of Law,2013,-71.0665,42.350833,242658,94,240
167251,Newbury College,2013,-71.142082,42.331032,897508,93,1732
167260,Nichols College,2013,-71.929644,42.042462,4952850,75,5331
167358,Northeastern University,2013,-71.088782,42.339992,34787000,73,23979
167394,College of Our Lady of the Elms,2013,-72.601541,42.14179,1656447,73,5787
167455,Pine Manor College,2013,-71.156973,42.319568,641173,32,19818
167464,Blessed John XXIII National Seminary,2013,-71.2717,42.3455,1608614,43,83458
167598,Regis College,2013,-71.309126,42.351105,1322360,65,9925
167677,Saint John's Seminary,2013,-71.161998,42.344146,982265,28,72323
167783,Simmons College,2013,-71.099967,42.3393,7330324,71,34745
167792,Bard College at Simon's Rock,2013,-73.380008,42.209241,3001699,63,36777
167835,Smith College,2013,-72.638094,42.317933,33203311,21,462144
167899,Springfield College,2013,-72.555688,42.105033,6266270,72,16906
167996,Stonehill College,2013,-71.078123,42.061448,14216478,59,66806
168005,Suffolk University,2013,-71.061969,42.359088,2486812,89,19361
168148,Tufts University,2013,-71.120641,42.406004,41906122,40,130838
168218,Wellesley College,2013,-71.307966,42.293765,43368000,18,593054
168227,Wentworth Institute of Technology,2013,-71.094983,42.336632,4245935,76,18536
168254,Western New England University,2013,-72.518789,42.115837,3129742,84,14958
168281,Wheaton College,2013,-71.184167,41.966813,11287286,54,107486
168290,Wheelock College,2013,-71.10582,42.342503,2637413,66,31112
168342,Williams College,2013,-73.205888,42.711669,45420441,15,888422
168421,Worcester Polytechnic Institute,2013,-71.808792,42.275067,18173000,57,99061
168528,Adrian College,2013,-84.059947,41.898449,2905087,76,16118
168546,Albion College,2013,-84.746088,42.244603,5392616,46,121935
168591,Alma College,2013,-84.670073,43.379236,4286013,55,74030
168740,Andrews University,2013,-86.355149,41.963266,4573929,59,13019
168786,Aquinas College,2013,-85.626166,42.960449,4992364,64,14687
168838,Baker College of Owosso,2013,-84.170882,42.987045,,82,8524
168847,Baker College of Flint,2013,-83.694679,42.974764,131643,82,9151
169080,Calvin College,2013,-85.587548,42.929916,14491693,59,27736
169099,Calvin Theological Seminary,2013,-85.587354,42.92992,3086846,9,129849
169220,Michigan School of Professional Psychology,2013,-83.359575,42.491427,39236,99,22
169327,Cleary University,2013,-83.690938,42.305553,1330711,75,2574
169363,Concordia University-Ann Arbor,2013,-83.682676,42.274723,1440947,39,15091
169424,Cranbrook Academy of Art,2013,-83.25124,42.568716,1267635,46,270430
169442,College for Creative Studies,2013,-83.062352,42.361839,4135470,65,46810
169479,Davenport University,2013,-85.529655,42.849713,705312,97,2572
169628,Michigan State University-College of Law,2013,-84.482319,42.725874,1668109,75,15771
169716,University of Detroit Mercy,2013,-83.138369,42.417168,10994219,73,6804
169983,Kettering University,2013,-83.714356,43.013112,6917126,65,38197
170000,Grace Bible College,2013,-85.692077,42.919541,826971,47,1874
170037,Cornerstone University,2013,-85.595602,42.979044,7612006,73,2801
170091,Great Lakes Christian College,2013,-84.638714,42.754249,808324,33,3551
170301,Hope College,2013,-86.105376,42.788052,18961835,55,46375
170532,Kalamazoo College,2013,-85.601317,42.290382,7960396,43,132984
170675,Lawrence Technological University,2013,-83.25003,42.474072,2367375,87,11860
170806,Madonna University,2013,-83.407306,42.386463,1135294,72,9934
170842,Marygrove College,2013,-83.154109,42.414415,4461416,53,985
170967,Rochester College,2013,-83.144959,42.667521,1589636,85,1332
171298,Baker College of Muskegon,2013,-86.196717,43.244133,,82,8753
171492,Northwood University-Michigan,2013,-84.276276,43.628996,3975846,78,7586
171599,Olivet College,2013,-84.922864,42.440908,1217326,80,12979
171881,Kuyper College,2013,-85.592657,43.02195,827441,69,27624
172033,Sacred Heart Major Seminary,2013,-83.111682,42.375248,2546403,29,42169
172264,Siena Heights University,2013,-84.015144,41.905952,1379486,65,4399
172334,Spring Arbor University,2013,-84.551918,42.206233,3797868,84,3188
172440,Finlandia University,2013,-88.589392,47.12709,2365632,69,8076
172477,Thomas M Cooley Law School,2013,-84.554429,42.731,476943,85,6325
172608,Walsh College of Accountancy and Business Administration,2013,-83.147197,42.573888,1285747,88,3283
172705,Western Theological Seminary,2013,-86.101897,42.786227,5450278,11,188435
173045,Augsburg College,2013,-93.241418,44.965636,4978176,78,10458
173142,Bethany Lutheran College,2013,-93.990744,44.166485,5410165,43,64663
173160,Bethel University,2013,-93.159295,45.057091,8539569,66,6617
173179,Bethel Seminary-St Paul,2013,-93.159786,45.058775,2218693,50,
173258,Carleton College,2013,-93.154662,44.462304,20876553,34,350972
173300,Concordia College at Moorhead,2013,-96.765567,46.859423,11249874,64,33370
173328,Concordia University-Saint Paul,2013,-93.154369,44.951231,3543457,76,9275
173452,Martin Luther College,2013,-94.473422,44.3046,3232578,45,10726
173647,Gustavus Adolphus College,2013,-93.971928,44.324968,10577506,59,48686
173665,Hamline University,2013,-93.163983,44.965696,9020584,76,19020
173683,Hazelden Graduate School of Addiction Studies,2013,-92.796687,45.377896,59034,79,
173896,Luther Seminary,2013,-93.196754,44.984815,14110328,13,128346
173902,Macalester College,2013,-93.169855,44.936709,9199000,27,340683
173957,Mayo Medical School,2013,-92.466417,44.020808,0,74,533333
173966,Mayo School of Health Sciences,2013,-92.466645,44.022784,0,68,423841
174127,Minneapolis College of Art and Design,2013,-93.274694,44.956988,3356190,53,59201
174206,Crossroads College,2013,-92.476297,43.997064,879249,47,1199
174437,North Central University,2013,-93.261429,44.969389,1414681,74,2207
174491,University of Northwestern-St Paul,2013,-93.171579,45.032969,16822152,67,5534
174507,Northwestern Health Sciences University,2013,-93.311218,44.85097,427918,75,892
174525,Oak Hills Christian College,2013,-94.901701,47.425836,434867,77,7527
174747,College of Saint Benedict,2013,-94.31902,45.558609,7189426,72,24444
174792,Saint Johns University,2013,-94.39268,45.580538,6407782,46,79129
174817,Saint Mary's University of Minnesota,2013,-91.696652,44.045322,1609264,80,10096
174844,St Olaf College,2013,-93.183633,44.462884,13354049,51,120923
174862,Crown College,2013,-93.743015,44.885372,1217412,83,6510
174899,The College of Saint Scholastica,2013,-92.105738,46.81544,1587266,80,13459
174914,University of St Thomas,2013,-93.189422,44.941662,47464730,61,37771
175005,St Catherine University,2013,-93.181925,44.924542,6143886,67,16608
175139,United Theological Seminary of the Twin Cities,2013,-93.224977,45.057139,2858250,13,153771
175227,Dunwoody College of Technology,2013,-93.290069,44.973081,3775086,73,20048
175281,William Mitchell College of Law,2013,-93.137709,44.942092,1307408,66,23532
175421,Belhaven University,2013,-90.169228,32.318415,3291880,53,1616
175430,Blue Mountain College,2013,-89.02924,34.67209,2415161,39,24141
175980,Millsaps College,2013,-90.178084,32.3231,5154273,24,112710
176053,Mississippi College,2013,-90.330452,32.334565,3968045,80,14482
176318,Rust College,2013,-89.446999,34.776862,1800375,45,26319
176336,Southeastern Baptist College,2013,-89.149373,31.748512,52048,12,
176406,Tougaloo College,2013,-90.159405,32.402719,3545880,35,10712
176451,Wesley Biblical Seminary,2013,-90.159447,32.355011,923393,29,9866
176479,William Carey University,2013,-89.291815,31.305264,1051283,89,2958
176600,Aquinas Institute of Theology,2013,-90.237365,38.635008,358373,67,
176619,Assemblies of God Theological Seminary,2013,-93.26151,37.224401,510449,49,7273
176628,Avila University,2013,-94.591387,38.912159,5804668,73,5216
176664,Baptist Bible College,2013,-93.285385,37.239731,1271606,60,482
176770,Cox College,2013,-93.290233,37.225116,0,73,15617
176789,Calvary Bible College and Theological Seminary,2013,-94.546238,38.838169,1278112,14,868
176910,Central Christian College of the Bible,2013,-92.427259,39.395963,1279067,45,3076
176947,Central Methodist University-College of Liberal Arts and Sciences,2013,-92.685276,39.150534,3090459,76,23821
177038,Cleveland University-Kansas City,2013,-94.679076,38.932019,162891,80,24593
177065,Columbia College,2013,-92.326544,38.957899,1577931,89,7758
177083,Conception Seminary College,2013,-94.682831,40.24044,312909,73,45122
177092,Concordia Seminary,2013,-90.312041,38.63816,18316084,15,254916
177117,Cottey College,2013,-94.371311,37.836127,7792560,10,293416
177126,Covenant Theological Seminary,2013,-90.451323,38.643066,2467534,40,45080
177144,Culver-Stockton College,2013,-91.526682,40.130064,3334152,51,28545
177214,Drury University,2013,-93.285773,37.219757,2542504,68,17838
177278,Eden Theological Seminary,2013,-90.345605,38.592307,1250817,30,161079
177339,Evangel University,2013,-93.262614,37.220956,1941083,86,4603
177418,Fontbonne University,2013,-90.315712,38.642697,2386032,85,12189
177427,Forest Institute of Professional Psychology,2013,-93.2937,37.189914,0,86,
177542,Hannibal-LaGrange University,2013,-91.391423,39.730785,3032753,73,5977
177719,Barnes-Jewish College Goldfarb School of Nursing,2013,-90.260648,38.636881,1246163,82,22434
177746,Kansas City Art Institute,2013,-94.583594,39.046353,2103496,63,61681
177816,Kenrick Glennon Seminary,2013,-90.324024,38.584608,2809710,16,150613
177834,A T Still University of Health Sciences,2013,-92.589183,40.193648,6124548,76,18947
177968,Lindenwood University,2013,-90.502825,38.788203,1911153,87,10988
177986,Logan University,2013,-90.542333,38.63133,1429711,82,9286
178059,Maryville University of Saint Louis,2013,-90.505096,38.645474,0,78,11048
178208,Midwestern Baptist Theological Seminary,2013,-94.573185,39.185691,455555,43,5209
178244,Missouri Baptist University,2013,-90.462606,38.642017,999045,92,1144
178369,Missouri Valley College,2013,-93.190236,39.108655,1511849,47,3316
178518,Nazarene Theological Seminary,2013,-94.566459,39.01078,881454,21,59574
178679,Ozark Christian College,2013,-94.510906,37.105242,2511703,59,4502
178697,College of the Ozarks,2013,-93.238174,36.616019,40763907,0,248374
178721,Park University,2013,-94.677086,39.189477,1526791,90,6392
178891,Ranken Technical College,2013,-90.249045,38.652886,949875,70,26394
179043,Rockhurst University,2013,-94.571249,39.030843,9887243,64,15452
179159,Saint Louis University,2013,-90.23343,38.636516,41041503,48,71318
179256,Saint Louis Christian College,2013,-90.294569,38.775771,1427351,40,5504
179265,St Louis College of Pharmacy,2013,-90.260357,38.637165,509643,65,104713
179317,Saint Paul School of Theology,2013,-94.641861,38.87979,1679213,20,166352
179326,Southwest Baptist University,2013,-93.410451,37.601603,3005070,72,7356
179450,Saint Luke's College of Health Sciences,2013,-94.594501,39.05216,0,82,12860
179548,Stephens College,2013,-92.322997,38.950631,1733512,52,46968
179812,Kansas City University of Medicine and Biosciences,2013,-94.561374,39.107553,811335,91,5391
179867,Washington University in St Louis,2013,-90.311639,38.648125,219085000,12,417948
179894,Webster University,2013,-90.345654,38.589269,3263608,86,8984
179946,Westminster College,2013,-91.954345,38.847764,1830307,51,43586
179955,William Jewell College,2013,-94.41207,39.247848,5951686,42,59943
179964,William Woods University,2013,-91.949273,38.857864,177832,83,11097
180106,Carroll College,2013,-112.04053,46.602202,5526945,60,26941
180258,University of Great Falls,2013,-111.270167,47.490279,3201603,67,9626
180595,Rocky Mountain College,2013,-108.553899,45.796765,2396638,62,20707
180647,Salish Kootenai College,2013,-114.107191,47.596864,681843,3,13711
180814,Bellevue University,2013,-95.91764,41.150225,1155645,89,6889
180832,Clarkson College,2013,-95.977188,41.259201,127462,77,1824
180878,Bryan College of Health Sciences,2013,-96.651532,40.796768,0,94,
180984,Concordia University-Nebraska,2013,-97.089054,40.914853,5283856,63,22578
181002,Creighton University,2013,-95.947029,41.265325,41451000,57,41179
181020,Doane College-Crete,2013,-96.949656,40.623107,3240785,41,91376
181093,Grace University,2013,-95.92789,41.244723,1245245,60,4927
181127,Hastings College,2013,-98.373641,40.590448,12015406,37,66487
181297,Nebraska Methodist College of Nursing & Allied Health,2013,-96.048511,41.265973,95394,73,7132
181330,Midland University,2013,-96.488354,41.43675,4962617,67,7362
181376,Nebraska Christian College,2013,-96.09437,41.12314,1360247,43,6055
181446,Nebraska Wesleyan University,2013,-96.648414,40.838789,3678566,67,24545
181604,College of Saint Mary,2013,-96.020209,41.240879,5359157,67,9994
181738,Union College,2013,-96.651095,40.774778,4594937,56,18228
181853,York College,2013,-97.579285,40.867453,2799434,50,23403
182458,Sierra Nevada College,2013,-119.939523,39.24586,1654555,84,5444
182634,Colby-Sawyer College,2013,-71.975805,43.411663,4448213,61,23226
182670,Dartmouth College,2013,-72.289951,43.70408,95811689,17,581104
182795,Franklin Pierce University,2013,-72.057875,42.782305,873644,90,2399
182829,University of New Hampshire-School of Law,2013,-71.545152,43.207371,2857467,66,66359
182980,New England College,2013,-71.822928,43.177005,1936693,80,5433
183026,Southern New Hampshire University,2013,-71.453938,43.039892,1113466,96,1025
183211,Rivier University,2013,-71.455466,42.738343,551323,76,17682
183239,Saint Anselm College,2013,-71.508177,42.985066,6183337,60,51629
183275,Thomas More College of Liberal Arts,2013,-71.48364,42.807701,1296552,34,396
183804,Beth Medrash Govoha,2013,-74.220777,40.095461,22558810,41,1915
183822,Bloomfield College,2013,-74.19593,40.794218,650228,87,5474
183910,Caldwell College,2013,-74.273697,40.834285,1330549,86,3643
183974,Centenary College,2013,-74.832775,40.848693,1271867,94,
184153,Cooper Health System Center for Allied Health Education,2013,-75.116469,39.941522,0,100,
184348,Drew University,2013,-74.425825,40.757026,5731000,56,78215
184603,Fairleigh Dickinson University-Metropolitan Campus,2013,-74.030023,40.896162,4841187,91,4502
184612,Felician College,2013,-74.096452,40.867272,1297517,93,2755
184694,Fairleigh Dickinson University-College at Florham,2013,-74.435359,40.777364,,91,7062
184773,Georgian Court University,2013,-74.22622,40.098706,1282218,80,25173
185572,Monmouth University,2013,-74.006447,40.280066,5807290,86,11156
185758,New Brunswick Theological Seminary,2013,-74.460811,40.501935,1962676,32,48957
186122,Princeton Theological Seminary,2013,-74.665321,40.3457,3788896,2,1874721
186131,Princeton University,2013,-74.663708,40.348496,142926000,4,2320421
186186,Rabbinical College of America,2013,-74.502182,40.811385,2833848,32,
186283,Rider University,2013,-74.742822,40.283122,4681000,86,11560
186432,Saint Peter's University,2013,-74.071541,40.727105,5706625,71,10939
186584,Seton Hall University,2013,-74.248753,40.742859,8423000,76,27638
186618,College of Saint Elizabeth,2013,-74.436039,40.781061,2013301,76,17060
186867,Stevens Institute of Technology,2013,-74.025334,40.744776,23731000,63,37693
186900,Talmudical Academy-New Jersey,2013,-74.250332,40.217171,178723,77,
188182,University of the Southwest,2013,-103.186948,32.775496,1157239,79,9412
188207,Southwestern College,2013,-105.973055,35.821845,11824,92,4839
188340,Vaughn College of Aeronautics and Technology,2013,-73.881721,40.768348,876442,52,1722
188429,Adelphi University,2013,-73.653321,40.721439,4497355,85,20248
188526,Albany College of Pharmacy and Health Sciences,2013,-73.778132,42.652559,1276751,87,13811
188535,Albany Law School,2013,-73.777692,42.651264,1771752,68,91894
188580,Albany Medical College,2013,-73.773975,42.653178,16851819,12,101452
188641,Alfred University,2013,-77.788625,42.255866,2535378,36,38886
188854,American Musical and Dramatic Academy,2013,-73.982249,40.780142,0,92,
189015,Bank Street College of Education,2013,-73.966643,40.805604,2406144,73,50363
189088,Bard College,2013,-73.906243,42.021803,33406480,44,51449
189097,Barnard College,2013,-73.964027,40.809137,27310000,53,99262
189264,Beth Hatalmud Rabbinical College,2013,-73.993039,40.605394,936371,26,
189273,Beth Hamedrash Shaarei Yosher Institute,2013,-73.981088,40.635503,1144233,34,
189413,Boricua College,2013,-73.9458,40.833434,26900,81,787
189501,Brooklyn Law School,2013,-73.990535,40.692662,5291770,68,93271
189705,Canisius College,2013,-78.851794,42.925319,0,86,21589
189848,Cazenovia College,2013,-75.854054,42.931946,731487,67,26373
189857,Central Yeshiva Tomchei Tmimim Lubavitz,2013,-73.970807,40.627852,0,100,
189981,Christ the King Seminary,2013,-78.656594,42.772212,769992,21,108572
190044,Clarkson University,2013,-74.999947,44.663761,8026434,55,47891
190080,Colgate Rochester Crozer Divinity School,2013,-77.598551,43.131789,505115,23,333263
190099,Colgate University,2013,-75.535,42.8188,32576618,39,264911
190114,Metropolitan College of New York,2013,-74.007056,40.723516,1067402,87,415
190150,Columbia University in the City of New York,2013,-73.961885,40.808286,461177000,19,316753
190248,Concordia College-New York,2013,-73.82212,40.94253,2462122,74,10341
190372,Cooper Union for the Advancement of Science and Art,2013,-73.990516,40.72938,8282569,4,704474
190415,Cornell University,2013,-76.48269,42.445291,266650683,26,193396
190424,Weill Cornell Medical College,2013,-73.954839,40.764738,121247260,3,1105229
190503,Culinary Institute of America,2013,-73.931833,41.746225,9675051,70,29757
190716,D'Youville College,2013,-78.890369,42.902263,457148,80,12120
190725,Daemen College,2013,-78.789025,42.965024,1242518,82,3367
190761,Dominican College of Blauvelt,2013,-73.95234,41.054111,1069132,94,657
